Time_s,Channel_0
0.413844,-3.096986343175402
0.414310,-3.473304341191729
0.414776,-3.865735866330968
0.415241,-4.262867170214388
0.415707,-4.629449912260624
0.416172,-4.937453269245441
0.416638,-5.1828488593881135
0.417103,-5.3773861295490955
0.417569,-5.490684367132067
0.418034,-5.4928664072632944
0.418500,-5.493537804226749
0.418965,-5.493705653467612
0.419431,-5.493873502708476
0.419896,-5.49404135194934
0.420362,-5.493705653467612
0.420827,-5.49404135194934
0.421293,-5.494209201190204
0.421758,-5.49404135194934
0.422224,-5.494377050431067
0.422689,-5.494209201190204
0.423155,-5.440329594872968
0.423620,-5.2988326848249026
0.424086,-5.156496528572517
0.424551,-5.020706492713817
0.425017,-4.903715571831846
0.425482,-4.781185626001373
0.425948,-4.636499580376897
0.426413,-4.491981383993286
0.426879,-4.358876935988403
0.427344,-4.194216830701151
0.427810,-3.988937209124895
0.428275,-3.7851682307164114
0.428741,-3.6089265278095675
0.429207,-3.4407415884641797
0.429672,-3.2861524376287474
0.430138,-3.1553978789959563
0.430603,-3.020111390859846
0.431069,-2.878446631570916
0.431534,-2.7431601434348054
0.432000,-2.634729533836881
0.432465,-2.5504692149233232
0.432931,-2.4608377203021283
0.433396,-2.342336156252384
0.433862,-2.2020141908903637
0.434327,-2.0657206073090713
0.434793,-1.9572899977111464
0.435258,-1.933791103990234
0.435724,-1.9838101777676047
0.436189,-2.0358434424353393
0.436655,-2.0489356832227053
0.437120,-2.0444037537193864
0.437586,-2.0388647287708856
0.438051,-2.0103303578240634
0.438517,-1.9700465400167848
0.438982,-1.9250629434653237
0.439448,-1.8612802319371329
0.439913,-1.773662928206302
0.440379,-1.6860456244754711
0.440844,-1.602792401007095
0.441310,-1.5299458304722666
0.441775,-1.482780193789578
0.442241,-1.4280613412680248
0.442707,-1.3691462577248799
0.443172,-1.3672999160753796
0.443638,-1.4149691004806593
0.444103,-1.3763637750820172
0.444569,-1.1967650873579005
0.445034,-0.8968184939345386
0.445500,-0.5433279926756693
0.445965,-0.1790951400015259
0.446431,0.2046082246128023
0.446896,0.6443732356755931
0.447362,1.1109941252765696
0.447827,1.5077897306782635
0.448293,1.8938429846646831
0.448758,2.454795147631037
0.449224,3.289341573205158
0.449689,4.339742122529946
0.450155,5.426565957122149
0.450620,5.491187914854658
0.451086,5.492195010299839
0.451551,5.492530708781567
0.452017,5.492530708781567
0.452482,5.492530708781567
0.452948,5.4928664072632944
0.453413,5.493202105745021
0.453879,5.492530708781567
0.454344,5.493034256504157
0.454810,3.315861753261616
0.455275,0.40115968566414895
0.455741,0.14485389486533912
0.456207,0.44328984512092773
0.456672,0.28970778973067823
0.457138,-0.14955367360952163
0.457603,-0.706813153276875
0.458069,-1.4315861753261614
0.458534,-2.5581902800030516
0.459000,-4.037949187457084
0.459465,-5.472388799877928
0.459931,-5.491691462577248
0.460396,-5.492698558022431
0.460862,-5.493537804226749
0.461327,-5.493873502708476
0.461793,-5.49404135194934
0.462258,-5.494209201190204
0.462724,-5.493873502708476
0.463189,-5.494377050431067
0.463655,-5.494377050431067
0.464120,-5.49404135194934
0.464586,-5.494209201190204
0.465051,-5.49404135194934
0.465517,-5.494209201190204
0.465982,-5.494377050431067
0.466448,-5.494377050431067
0.466913,-5.494209201190204
0.467379,-5.49454489967193
0.467844,-5.494377050431067
0.468310,-2.585046158541237
0.468775,1.0646677347981994
0.469241,1.6625467307545587
0.469706,0.437247272449836
0.470172,-1.5794613565270466
0.470638,-4.001358052948806
0.471103,-5.464835584039063
0.471569,-5.492027161058976
0.472034,-5.493202105745021
0.472500,-5.493705653467612
0.472965,-5.493873502708476
0.473431,-5.49404135194934
0.473896,-5.49404135194934
0.474362,-5.494209201190204
0.474827,-5.494209201190204
0.475293,-5.494377050431067
0.475758,-5.494377050431067
0.476224,-5.494209201190204
0.476689,-5.494377050431067
0.477155,-5.494209201190204
0.477620,-5.494377050431067
0.478086,-5.494377050431067
0.478551,-5.49404135194934
0.479017,-5.02221713588159
0.479482,-4.008407721065081
0.479948,-3.1285420004577706
0.480413,0.3550011444266422
0.480879,5.4683604180972
0.481344,5.490516517891203
0.481810,5.491691462577248
0.482275,5.4918593118181125
0.482741,5.491691462577248
0.483206,5.4918593118181125
0.483672,5.492195010299839
0.484138,5.492530708781567
0.484603,5.492195010299839
0.485069,5.492530708781567
0.485534,5.492530708781567
0.486000,5.492530708781567
0.486465,5.492530708781567
0.486931,5.492530708781567
0.487396,5.4918593118181125
0.487862,5.493202105745021
0.488327,5.4918593118181125
0.488793,5.4918593118181125
0.489258,5.4928664072632944
0.489724,5.493034256504157
0.490189,5.492530708781567
0.490655,5.492530708781567
0.491120,5.493537804226749
0.491586,5.4928664072632944
0.492051,5.493202105745021
0.492517,5.493202105745021
0.492982,5.493202105745021
0.493448,5.493202105745021
0.493913,4.32899977111467
0.494379,4.434409094377051
0.494844,4.333028152895399
0.495310,3.6166475928892954
0.495775,2.825070572976272
0.496241,2.2456549935149153
0.496706,1.7978332188906687
0.497172,1.3664606698710613
0.497638,0.9387808041504537
0.498103,0.5433279926756693
0.498569,0.1915159838254368
0.499034,-0.12370489051651787
0.499500,-0.40971999694819555
0.499965,-0.6678721293965056
0.500431,-0.8984969863431752
0.500896,-1.1029373617151141
0.501362,-1.2822003509575033
0.501827,-1.438300144960708
0.502293,-1.5732509346150911
0.502758,-1.6873884184023806
0.503224,-1.7825589379720759
0.503689,-1.8594338902876324
0.504155,-1.9198596169985505
0.504620,-1.9651789120317384
0.505086,-1.9958953231097882
0.505551,-2.0133516441596093
0.506017,-2.018554970626383
0.506482,-2.0123445487144274
0.506948,-1.995727473868925
0.507413,-1.9700465400167848
0.507879,-1.9358052948805982
0.508344,-1.8931715877012283
0.508810,-1.8438239108873122
0.509275,-1.7887693598840315
0.509741,-1.7283436331731137
0.510206,-1.6625467307545587
0.510672,-1.5923857480735484
0.511137,-1.5190356298161287
0.511603,-1.4424963759822993
0.512069,-1.3632715342946515
0.512534,-1.281864652475776
0.513000,-1.1986114290074006
0.513465,-1.1146868085755703
0.513931,-1.0295872434576943
0.514396,-0.9443198290989548
0.514862,-0.858548867017624
0.515327,-0.7729457541771573
0.515793,-0.6881818875410086
0.516258,-0.6040894178683145
0.516724,-0.520836194399939
0.517189,-0.43892576485847257
0.517655,-0.3578545815213245
0.518120,-0.2787975890745403
0.518586,-0.2015869382772564
0.519051,-0.1257190814068818
0.519517,-0.051529716945143814
0.519982,0.019974059662775615
0.520448,0.08963149462119477
0.520913,0.1576104371709773
0.521379,0.223071641107805
0.521844,0.28584725719081405
0.522310,0.34627298390173183
0.522775,0.40468451972228575
0.523241,0.4607461661707485
0.523706,0.5144579232471199
0.524172,0.5651483939879453
0.524637,0.6138246738384069
0.525103,0.6594796673533226
0.525569,0.7034561684596017
0.526034,0.7454184786755168
0.526500,0.7850308995193408
0.526965,0.8216220340276189
0.527431,0.8565346761272602
0.527896,0.8892652780956739
0.528362,0.9203173876554511
0.528827,0.948180361638819
0.529293,0.9743648432135501
0.529758,0.9992065308613717
0.530224,1.0220340276188296
0.530689,1.0428473334859234
0.531155,1.0619821469443806
0.531620,1.0791027695124742
0.532086,1.094544899671931
0.532551,1.108308537422751
0.533017,1.1210650797283894
0.533482,1.1316395819028
0.533948,1.1417105363546196
0.534413,1.1497672999160753
0.534879,1.156816968032349
0.535344,1.1623559929808498
0.535810,1.1667200732433052
0.536275,1.1700770580605784
0.536741,1.1720912489509423
0.537206,1.1734340428778516
0.537672,1.1741054398413062
0.538137,1.1734340428778516
0.538603,1.1720912489509423
0.539069,1.1700770580605784
0.539534,1.1667200732433052
0.540000,1.1633630884260318
0.540465,1.1589990081635768
0.540931,1.1542992294193941
0.541396,1.1485923552300297
0.541862,1.1432211795223923
0.542327,1.1361715114061186
0.542793,1.1287861448081178
0.543258,1.1217364766918438
0.543724,1.1140154116121155
0.544189,1.1056229495689325
0.544655,1.0979018844892041
0.545120,1.0888380254825665
0.545586,1.0801098649576562
0.546051,1.0710460059510185
0.546517,1.0619821469443806
0.546982,1.0519111924925613
0.547448,1.042511635004196
0.547913,1.0331120775158313
0.548379,1.0230411230640115
0.548844,1.012970168612192
0.549310,1.002899214160372
0.549775,0.9928282597085527
0.550241,0.9830930037384603
0.550706,0.973357747768368
0.551172,0.9632867933165484
0.551637,0.9528801403830014
0.552103,0.9428091859311818
