Time_s,Ch_0,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6
1.006447,2.005966,,,,,,
1.006913,1.366796,,,,,,
1.007378,0.856535,,,,,,
1.007844,0.732662,,,,,,
1.008309,0.943145,,,,,,
1.008775,1.494865,,,,,,
1.009241,2.209735,,,,,,
1.009706,2.800565,,,,,,
1.010172,3.218341,,,,,,
1.010637,3.752270,,,,,,
1.011103,4.132280,,,,,,
1.011568,4.367269,,,,,,
1.012034,4.492821,,,,,,
1.012499,4.492821,,,,,,
1.012965,4.775479,,,,,,
1.013430,4.488457,,,,,,
1.013896,3.833341,,,,,,
1.014361,2.860990,,,,,,
1.014827,1.660868,,,,,,
1.015292,0.433555,,,,,,
1.015758,-0.600061,,,,,,
1.016223,-1.564858,,,,,,
1.016689,-2.475273,,,,,,
1.017154,-3.104707,,,,,,
1.017620,-3.538094,,,,,,
1.018085,-3.964263,,,,,,
1.018551,-4.562646,,,,,,
1.019016,-5.063172,,,,,,
1.019482,-5.109499,,,,,,
1.019947,-4.752316,,,,,,
1.020413,-3.956878,,,,,,
1.020878,-2.893889,,,,,,
1.021344,-1.834424,,,,,,
1.021809,-0.895811,,,,,,
1.022275,0.142672,,,,,,
1.022740,1.137850,,,,,,
1.023206,2.002609,,,,,,
1.023672,2.847227,,,,,,
1.024137,3.627390,,,,,,
1.024603,4.372641,,,,,,
1.025068,4.772122,,,,,,
1.025534,4.755337,,,,,,
1.025999,4.755337,,,,,,
1.026465,3.679088,,,,,,
1.026930,3.021454,,,,,,
1.027396,2.519585,,,,,,
1.027861,2.065721,,,,,,
1.028327,1.493019,,,,,,
1.028792,1.045197,,,,,,
1.029258,0.754314,,,,,,
1.029723,0.470817,,,,,,
1.030189,-0.046494,,,,,,
1.030654,-0.615503,,,,,,
1.031120,-0.799130,,,,,,
1.031585,-0.642023,,,,,,
1.032051,-0.161471,,,,,,
1.032516,0.555413,,,,,,
1.032982,1.247623,,,,,,
1.033447,1.730022,,,,,,
1.033913,2.239612,,,,,,
1.034378,2.724193,,,,,,
1.034844,2.981506,,,,,,
1.035309,3.190646,,,,,,
1.035775,3.337346,,,,,,
1.036240,3.444770,,,,,,
1.036706,3.287999,,,,,,
1.037172,2.776730,,,,,,
1.037637,1.915999,,,,,,
1.038103,0.753475,,,,,,
1.038568,-0.480049,,,,,,
1.039034,-1.568551,,,,,,
1.039499,-1.568551,,,,,,
1.039965,-3.597681,,,,,,
1.040430,-4.301640,,,,,,
1.040896,-4.691890,,,,,,
1.041361,-4.985290,,,,,,
1.041827,-5.421027,,,,,,
1.042292,-5.493706,,,,,,
1.042758,-5.494377,,,,,,
1.043223,-5.494545,,,,,,
1.043689,-5.315114,,,,,,
1.044154,-4.380529,,,,,,
1.044620,-3.424292,,,,,,
1.045085,-2.661585,,,,,,
1.045551,-1.899214,,,,,,
1.046016,-1.102602,,,,,,
1.046482,-0.585626,,,,,,
1.046947,-0.141833,,,,,,
1.047413,0.306661,,,,,,
1.047878,0.659815,,,,,,
1.048344,0.840421,,,,,,
1.048809,0.710170,,,,,,
1.049275,0.234150,,,,,,
1.049740,-0.568505,,,,,,
1.050206,-1.510307,,,,,,
1.050672,-2.354421,,,,,,
1.051137,-2.957839,,,,,,
1.051603,-3.663645,,,,,,
1.052068,-4.073869,,,,,,
1.052534,-4.185657,,,,,,
1.052999,-4.185657,,,,,,
1.053465,-4.421820,,,,,,
1.053930,-4.721599,,,,,,
1.054396,-4.752316,,,,,,
1.054861,-4.377508,,,,,,
1.055327,-3.605905,,,,,,
1.055792,-2.557015,,,,,,
1.056258,-1.391638,,,,,,
1.056723,-0.412406,,,,,,
1.057189,0.420798,,,,,,
1.057654,1.308385,,,,,,
1.058120,1.944198,,,,,,
1.058585,2.453117,,,,,,
1.059051,2.919402,,,,,,
1.059516,3.322576,,,,,,
1.059982,3.569650,,,,,,
1.060447,3.368231,,,,,,
1.060913,2.835813,,,,,,
1.061378,2.027115,,,,,,
1.061844,1.009613,,,,,,
1.062309,0.054887,,,,,,
1.062775,-0.640177,,,,,,
1.063240,-1.347326,,,,,,
1.063706,-1.991196,,,,,,
1.064171,-2.320516,,,,,,
1.064637,-2.528985,,,,,,
1.065103,-2.863340,,,,,,
1.065568,-3.436042,,,,,,
1.066034,-3.784665,,,,,,
1.066499,-3.742535,,,,,,
1.066965,-3.306126,,,,,,
1.067430,-2.608545,,,,,,
1.067896,-1.787594,,,,,,
1.068361,-1.120897,,,,,,
1.068827,-0.599390,,,,,,
1.069292,0.013931,,,,,,
1.069758,0.439597,,,,,,
1.070223,0.741054,,,,,,
1.070689,1.030426,,,,,,
1.071154,1.291264,,,,,,
1.071620,1.408423,,,,,,
1.072085,1.178134,,,,,,
1.072551,0.630777,,,,,,
1.073016,-0.202258,,,,,,
1.073482,-1.222110,,,,,,
1.073947,-2.195972,,,,,,
1.074413,-2.898924,,,,,,
1.074878,-3.501167,,,,,,
1.075344,-4.040131,,,,,,
1.075809,-4.240208,,,,,,
1.076275,-4.269245,,,,,,
1.076740,-4.311376,,,,,,
1.077206,-4.560128,,,,,,
1.077671,-4.691722,,,,,,
1.078137,-4.371969,,,,,,
1.078603,-3.660624,,,,,,
1.079068,-2.590417,,,,,,
1.079534,-1.325673,,,,,,
1.079999,-0.121019,,,,,,
1.080465,0.929046,,,,,,
1.080930,2.058335,,,,,,
1.081396,2.993423,,,,,,
1.081861,3.779461,,,,,,
1.082327,4.521691,,,,,,
1.082792,5.201480,,,,,,
1.083258,5.499916,,,,,,
1.083723,5.499916,,,,,,
1.084189,5.499916,,,,,,
1.084654,5.364965,,,,,,
1.085120,4.592020,,,,,,
1.085585,3.675059,,,,,,
1.086051,2.938537,,,,,,
1.086516,2.330251,,,,,,
1.086982,1.715251,,,,,,
1.087447,1.306371,,,,,,
1.087913,1.047883,,,,,,
1.088378,0.770932,,,,,,
1.088844,0.303304,,,,,,
1.089309,-0.148043,,,,,,
1.089775,-0.172885,,,,,,
1.090240,0.186481,,,,,,
1.090706,0.900511,,,,,,
1.091171,1.817639,,,,,,
1.091637,2.721004,,,,,,
1.092103,3.419760,,,,,,
1.092568,4.151080,,,,,,
1.093034,4.816098,,,,,,
1.093499,5.291783,,,,,,
1.093965,5.499916,,,,,,
1.094430,5.499916,,,,,,
1.094896,5.499916,,,,,,
1.095361,5.499916,,,,,,
1.095827,5.499916,,,,,,
1.096292,5.499916,,,,,,
1.096758,2.498436,,,,,,
1.097223,2.780423,,,,,,
1.097689,2.780423,,,,,,
1.098154,1.207004,,,,,,
1.098620,0.529900,,,,,,
1.099085,-0.165667,,,,,,
1.099551,-0.756161,,,,,,
1.100016,-1.288579,,,,,,
1.100482,-2.023423,,,,,,
1.100947,-2.814160,,,,,,
1.101413,-3.218677,,,,,,
1.101878,-3.224384,,,,,,
1.102344,-2.831785,,,,,,
1.102809,-2.161395,,,,,,
1.103275,-1.470024,,,,,,
1.103740,-0.910246,,,,,,
1.104206,-0.307332,,,,,,
1.104671,0.292058,,,,,,
1.105137,0.696574,,,,,,
1.105602,1.126436,,,,,,
1.106068,1.522225,,,,,,
1.106534,1.936141,,,,,,
1.106999,2.132189,,,,,,
1.107465,2.018051,,,,,,
1.107930,1.643244,,,,,,
1.108396,0.982757,,,,,,
1.108861,0.184802,,,,,,
1.109327,-0.455711,,,,,,
1.109792,-0.884398,,,,,,
1.110258,-1.314763,,,,,,
1.110723,-1.585672,,,,,,
1.111189,-1.585672,,,,,,
1.111654,-1.704509,,,,,,
1.112120,-1.937148,,,,,,
1.112585,-2.352071,,,,,,
1.113051,-2.495079,,,,,,
1.113516,-2.291310,,,,,,
1.113982,-1.749157,,,,,,
1.114447,-0.919982,,,,,,
1.114913,-0.053208,,,,,,
1.115378,0.607950,,,,,,
1.115844,1.202976,,,,,,
1.116309,1.837446,,,,,,
1.116775,2.219471,,,,,,
1.117240,2.514549,,,,,,
1.117706,2.746517,,,,,,
1.118171,2.919738,,,,,,
1.118637,2.956664,,,,,,
1.119102,2.614588,,,,,,
1.119568,2.002609,,,,,,
1.120034,1.105455,,,,,,
1.120499,-0.017792,,,,,,
1.120965,-1.106126,,,,,,
1.121430,-1.965347,,,,,,
1.121896,-2.850584,,,,,,
1.122361,-3.648203,,,,,,
1.122827,-4.272435,,,,,,
1.123292,-4.685512,,,,,,
1.123758,-5.195270,,,,,,
1.124223,-5.492866,,,,,,
1.124689,-5.492866,,,,,,
1.125154,-5.494545,,,,,,
1.125620,-5.494545,,,,,,
1.126085,-5.494545,,,,,,
1.126551,-4.785550,,,,,,
1.127016,-4.135637,,,,,,
1.127482,-3.573007,,,,,,
1.127947,-2.900603,,,,,,
1.128413,-2.401083,,,,,,
1.128878,-1.984985,,,,,,
1.129344,-1.542199,,,,,,
1.129809,-1.097398,,,,,,
1.130275,-0.745418,,,,,,
1.130740,-0.790570,,,,,,
1.131206,-1.156649,,,,,,
1.131671,-1.839124,,,,,,
1.132137,-2.725368,,,,,,
1.132602,-3.575860,,,,,,
1.133068,-4.189181,,,,,,
1.133534,-4.629114,,,,,,
1.133999,-4.925872,,,,,,
1.134465,-5.129137,,,,,,
1.134930,-5.218601,,,,,,
1.135396,-5.269963,,,,,,
1.135861,-5.486656,,,,,,
1.136327,-5.494377,,,,,,
1.136792,-5.163546,,,,,,
1.137258,-4.412253,,,,,,
1.137723,-3.323415,,,,,,
1.138189,-2.037186,,,,,,
1.138654,-0.870634,,,,,,
1.139120,0.165332,,,,,,
1.139585,1.322148,,,,,,
1.140051,2.322866,,,,,,
1.140516,3.114778,,,,,,
1.140982,3.838880,,,,,,
1.141447,4.507256,,,,,,
1.141913,5.113863,,,,,,
1.142378,5.366979,,,,,,
1.142844,5.203662,,,,,,
1.143309,4.740398,,,,,,
1.143775,3.996658,,,,,,
1.144240,3.166140,,,,,,
1.144706,2.544427,,,,,,
1.145171,1.983810,,,,,,
1.145637,1.375860,,,,,,
1.146102,1.038483,,,,,,
1.146568,0.833707,,,,,,
1.147033,0.722255,,,,,,
1.147499,0.359701,,,,,,
1.147965,-0.001846,,,,,,
1.148430,0.074357,,,,,,
1.148896,0.478538,,,,,,
1.149361,1.207004,,,,,,
1.149827,2.172473,,,,,,
1.150292,3.069795,,,,,,
1.150758,3.708629,,,,,,
1.151223,4.415946,,,,,,
1.151689,5.009796,,,,,,
1.152154,5.355398,,,,,,
1.152620,5.499916,,,,,,
1.153085,5.499916,,,,,,
1.153551,5.499916,,,,,,
1.154016,5.499916,,,,,,
1.154482,5.499916,,,,,,
1.154947,2.581689,,,,,,
1.155413,3.395087,,,,,,
1.155878,3.395087,,,,,,
1.156344,1.797162,,,,,,
1.156809,1.236545,,,,,,
1.157275,0.559777,,,,,,
1.157740,0.106920,,,,,,
1.158206,-0.141497,,,,,,
1.158671,-0.385550,,,,,,
1.159137,-0.794934,,,,,,
1.159602,-1.214054,,,,,,
1.160068,-1.256016,,,,,,
1.160533,-0.964462,,,,,,
1.160999,-0.298604,,,,,,
1.161465,0.573205,,,,,,
1.161930,1.384924,,,,,,
1.162396,1.995895,,,,,,
1.162861,2.673335,,,,,,
1.163327,3.307805,,,,,,
1.163792,3.708629,,,,,,
1.164258,4.171893,,,,,,
1.164723,4.511620,,,,,,
1.165189,4.933257,,,,,,
1.165654,5.499916,,,,,,
1.166120,5.499916,,,,,,
1.166585,5.499916,,,,,,
1.167051,1.328862,,,,,,
1.167516,2.138064,,,,,,
1.167982,1.073396,,,,,,
1.168447,0.300618,,,,,,
1.168913,-0.304982,,,,,,
1.169378,-0.304982,,,,,,
1.169844,-1.118883,,,,,,
1.170309,-1.421851,,,,,,
1.170775,-1.919356,,,,,,
1.171240,-2.568597,,,,,,
1.171706,-2.870054,,,,,,
1.172171,-2.807614,,,,,,
1.172637,-2.397055,,,,,,
1.173102,-1.708873,,,,,,
1.173568,-0.937438,,,,,,
1.174033,-0.355169,,,,,,
1.174499,0.185641,,,,,,
1.174965,0.736187,,,,,,
1.175430,1.033616,,,,,,
1.175896,1.259373,,,,,,
1.176361,1.465156,,,,,,
1.176827,1.678996,,,,,,
1.177292,1.700481,,,,,,
1.177758,1.284215,,,,,,
1.178223,0.484581,,,,,,
1.178689,-0.211154,,,,,,
1.179154,-1.548074,,,,,,
1.179620,-2.662425,,,,,,
1.180085,-3.259800,,,,,,
1.180551,-4.016968,,,,,,
1.181016,-4.608804,,,,,,
1.181482,-5.012985,,,,,,
1.181947,-5.307729,,,,,,
1.182413,-5.491859,,,,,,
1.182878,-5.491859,,,,,,
1.183344,-5.494545,,,,,,
1.183809,-5.494713,,,,,,
1.184275,-5.494713,,,,,,
1.184740,-4.785382,,,,,,
1.185206,-3.753445,,,,,,
1.185671,-2.998627,,,,,,
1.186137,-2.463188,,,,,,
1.186602,-1.539178,,,,,,
1.187068,-0.882887,,,,,,
1.187533,-0.399649,,,,,,
1.187999,0.031052,,,,,,
1.188464,0.340902,,,,,,
1.188930,0.500023,,,,,,
1.189396,0.321767,,,,,,
1.189861,-0.207294,,,,,,
1.190327,-1.061311,,,,,,
1.190792,-2.168276,,,,,,
1.191258,-3.304784,,,,,,
1.191723,-4.227115,,,,,,
1.192189,-5.103624,,,,,,
1.192654,-5.492866,,,,,,
1.193120,-5.494209,,,,,,
1.193585,-5.494545,,,,,,
1.194051,-5.494545,,,,,,
1.194516,-5.494713,,,,,,
1.194982,-5.494881,,,,,,
1.195447,-5.494881,,,,,,
1.195913,-5.495048,,,,,,
1.196378,-5.495048,,,,,,
1.196844,-5.495048,,,,,,
1.197309,-5.494881,,,,,,
1.197775,-4.883742,,,,,,
1.198240,-4.011765,,,,,,
1.198706,-3.296223,,,,,,
1.199171,-2.683070,,,,,,
1.199637,-2.086870,,,,,,
1.200102,-1.513664,,,,,,
1.200568,-0.992828,,,,,,
1.201033,-0.825986,,,,,,
1.201499,-0.986618,,,,,,
1.201964,-1.487648,,,,,,
1.202430,-2.208560,,,,,,
1.202896,-2.928130,,,,,,
1.203361,-3.415396,,,,,,
1.203827,-3.833845,,,,,,
1.204292,-4.208316,,,,,,
1.204758,-4.296773,,,,,,
1.205223,-4.189181,,,,,,
1.205689,-4.113313,,,,,,
1.206154,-4.289387,,,,,,
1.206620,-4.331685,,,,,,
1.207085,-3.953521,,,,,,
1.207551,-3.241337,,,,,,
1.208016,-2.223835,,,,,,
1.208482,-0.963958,,,,,,
1.208947,0.181781,,,,,,
1.209413,1.141878,,,,,,
1.209878,2.163745,,,,,,
1.210344,3.013733,,,,,,
1.210809,3.695872,,,,,,
1.211275,4.303487,,,,,,
1.211740,4.845304,,,,,,
1.212206,5.337774,,,,,,
1.212671,5.499916,,,,,,
1.213137,5.372015,,,,,,
1.213602,4.882567,,,,,,
1.214068,4.115496,,,,,,
1.214533,3.312337,,,,,,
1.214999,2.736110,,,,,,
1.215464,2.300038,,,,,,
1.215930,1.906264,,,,,,
1.216396,1.752682,,,,,,
1.216861,1.715251,,,,,,
1.217327,1.668254,,,,,,
1.217792,1.368139,,,,,,
1.218258,1.118715,,,,,,
1.218723,1.168399,,,,,,
1.219189,1.596918,,,,,,
1.219654,2.394705,,,,,,
1.220120,3.403815,,,,,,
1.220585,4.367605,,,,,,
1.221051,5.134005,,,,,,
1.221516,5.499916,,,,,,
1.221982,5.499916,,,,,,
1.222447,5.499916,,,,,,
1.222913,5.499916,,,,,,
1.223378,5.499916,,,,,,
1.223844,5.499916,,,,,,
1.224309,5.499916,,,,,,
1.224775,5.499916,,,,,,
1.225240,5.499916,,,,,,
1.225706,5.499916,,,,,,
1.226171,5.499916,,,,,,
1.226637,3.292363,,,,,,
1.227102,3.160769,,,,,,
1.227568,3.160769,,,,,,
1.228033,2.606699,,,,,,
1.228499,2.356435,,,,,,
1.228964,2.016709,,,,,,
1.229430,1.471534,,,,,,
1.229895,0.866270,,,,,,
1.230361,0.616175,,,,,,
1.230827,0.706477,,,,,,
1.231292,1.131136,,,,,,
1.231758,1.822675,,,,,,
1.232223,2.555169,,,,,,
1.232689,3.099001,,,,,,
1.233154,3.658610,,,,,,
1.233620,4.208820,,,,,,
1.234085,4.620386,,,,,,
1.234551,5.499916,,,,,,
1.235016,5.499916,,,,,,
1.235482,5.499916,,,,,,
1.235947,5.499916,,,,,,
1.236413,5.499916,,,,,,
1.236878,5.499916,,,,,,
1.237344,1.158495,,,,,,
1.237809,1.819318,,,,,,
1.238275,1.111330,,,,,,
1.238740,0.210651,,,,,,
1.239206,-0.463600,,,,,,
1.239671,-1.061814,,,,,,
1.240137,-1.420172,,,,,,
1.240602,-1.695781,,,,,,
1.241068,-1.695781,,,,,,
1.241533,-2.578836,,,,,,
1.241999,-2.791836,,,,,,
1.242464,-2.593606,,,,,,
1.242930,-2.048936,,,,,,
1.243395,-1.209689,,,,,,
1.243861,-0.301625,,,,,,
1.244327,0.423484,,,,,,
1.244792,1.122408,,,,,,
1.245258,1.825696,,,,,,
1.245723,2.264454,,,,,,
1.246189,2.701366,,,,,,
1.246654,3.126528,,,,,,
1.247120,3.476326,,,,,,
1.247585,3.658946,,,,,,
1.248051,3.390387,,,,,,
1.248516,2.802914,,,,,,
1.248982,1.958297,,,,,,
1.249447,0.864256,,,,,,
1.249913,-0.189837,,,,,,
1.250378,-1.057282,,,,,,
1.250844,-1.955947,,,,,,
1.251309,-2.757092,,,,,,
1.251775,-3.316197,,,,,,
1.252240,-3.759823,,,,,,
1.252706,-4.333532,,,,,,
1.253171,-5.119570,,,,,,
1.253637,-5.492195,,,,,,
1.254102,-5.494041,,,,,,
1.254568,-5.494041,,,,,,
1.255033,-5.190066,,,,,,
1.255499,-4.562646,,,,,,
1.255964,-4.068330,,,,,,
1.256430,-3.729107,,,,,,
1.256895,-3.330297,,,,,,
1.257361,-3.062242,,,,,,
1.257827,-2.794522,,,,,,
1.258292,-2.679713,,,,,,
1.258758,-2.666957,,,,,,
1.259223,-2.889860,,,,,,
1.259689,-3.361181,,,,,,
1.260154,-4.006394,,,,,,
1.260620,-4.939300,,,,,,
1.261085,-5.493034,,,,,,
1.261551,-5.494377,,,,,,
1.262016,-5.494881,,,,,,
1.262482,-5.494881,,,,,,
1.262947,-5.494713,,,,,,
1.263413,-5.494881,,,,,,
1.263878,-5.494881,,,,,,
1.264344,-5.494881,,,,,,
1.264809,-5.494881,,,,,,
1.265275,-5.495216,,,,,,
1.265740,-5.495048,,,,,,
1.266206,-5.495216,,,,,,
1.266671,-5.495048,,,,,,
1.267137,-5.495048,,,,,,
1.267602,-5.495216,,,,,,
1.268068,-5.495216,,,,,,
1.268533,-4.334371,,,,,,
1.268999,-3.376287,,,,,,
1.269464,-2.570108,,,,,,
1.269930,-1.732540,,,,,,
1.270395,-0.911254,,,,,,
1.270861,-0.120684,,,,,,
1.271326,0.355673,,,,,,
1.271792,0.502373,,,,,,
1.272258,0.323445,,,,,,
1.272723,-0.150896,,,,,,
1.273189,-0.714702,,,,,,
1.273654,-0.985107,,,,,,
1.274120,-1.232181,,,,,,
1.274585,-1.561166,,,,,,
1.275051,-1.649454,,,,,,
1.275516,-1.587015,,,,,,
1.275982,-1.507622,,,,,,
1.276447,-1.680674,,,,,,
1.276913,-1.842817,,,,,,
1.277378,-1.657847,,,,,,
1.277844,-1.112001,,,,,,
1.278309,-0.233478,,,,,,
1.278775,0.863920,,,,,,
1.279240,1.880415,,,,,,
1.279706,2.633722,,,,,,
1.280171,3.442420,,,,,,
1.280637,4.077226,,,,,,
1.281102,4.447166,,,,,,
1.281568,4.790753,,,,,,
1.282033,5.055116,,,,,,
1.282499,5.291783,,,,,,
1.282964,5.317296,,,,,,
1.283430,4.956085,,,,,,
1.283895,4.304494,,,,,,
1.284361,3.417243,,,,,,
1.284826,2.373220,,,,,,
1.285292,1.502083,,,,,,
1.285758,0.790402,,,,,,
1.286223,0.038102,,,,,,
1.286689,-0.451347,,,,,,
1.287154,-0.731823,,,,,,
1.287620,-0.951034,,,,,,
1.288085,-1.362097,,,,,,
1.288551,-1.809751,,,,,,
1.289016,-1.921202,,,,,,
1.289482,-1.653147,,,,,,
1.289947,-1.032776,,,,,,
1.290413,-0.099031,,,,,,
1.290878,0.901518,,,,,,
1.291344,1.712566,,,,,,
1.291809,2.603510,,,,,,
1.292275,3.467933,,,,,,
1.292740,4.142351,,,,,,
1.293206,4.808377,,,,,,
1.293671,5.462318,,,,,,
1.294137,5.499916,,,,,,
1.294602,5.499916,,,,,,
1.295068,5.499916,,,,,,
1.295533,5.499916,,,,,,
1.295999,5.499916,,,,,,
1.296464,3.223880,,,,,,
1.296930,4.632471,,,,,,
1.297395,4.172396,,,,,,
1.297861,3.561929,,,,,,
1.298326,3.270542,,,,,,
1.298792,3.067277,,,,,,
1.299258,3.067277,,,,,,
1.299723,2.567254,,,,,,
1.300189,2.095262,,,,,,
1.300654,1.854231,,,,,,
1.301120,1.918349,,,,,,
1.301585,2.282246,,,,,,
1.302051,2.879454,,,,,,
1.302516,3.497810,,,,,,
1.302982,3.922133,,,,,,
1.303447,4.333700,,,,,,
1.303913,4.791928,,,,,,
1.304378,5.169589,,,,,,
1.304844,5.499916,,,,,,
1.305309,5.499916,,,,,,
1.305775,5.499916,,,,,,
1.306240,5.499916,,,,,,
1.306706,3.409186,,,,,,
1.307171,2.327565,,,,,,
1.307637,2.348043,,,,,,
1.308102,0.805509,,,,,,
1.308568,-0.340063,,,,,,
1.309033,-1.316274,,,,,,
1.309499,-2.251362,,,,,,
1.309964,-2.996612,,,,,,
1.310430,-3.534905,,,,,,
1.310895,-3.972824,,,,,,
1.311361,-4.450523,,,,,,
1.311826,-5.109163,,,,,,
1.312292,-5.490181,,,,,,
1.312757,-5.490181,,,,,,
1.313223,-5.290105,,,,,,
1.313689,-4.707164,,,,,,
1.314154,-3.987594,,,,,,
1.314620,-3.396597,,,,,,
1.315085,-2.858305,,,,,,
1.315551,-2.228199,,,,,,
1.316016,-1.816968,,,,,,
1.316482,-1.503929,,,,,,
1.316947,-1.233524,,,,,,
1.317413,-0.916289,,,,,,
1.317878,-0.652766,,,,,,
1.318344,-0.697414,,,,,,
1.318809,-1.001221,,,,,,
1.319275,-1.553445,,,,,,
1.319740,-2.321859,,,,,,
1.320206,-3.049149,,,,,,
1.320671,-3.584421,,,,,,
1.321137,-4.081758,,,,,,
1.321602,-4.511284,,,,,,
1.322068,-4.712032,,,,,,
1.322533,-4.761212,,,,,,
1.322999,-4.829023,,,,,,
1.323464,-5.092042,,,,,,
1.323930,-5.157504,,,,,,
1.324395,-4.833555,,,,,,
1.324861,-4.213352,,,,,,
1.325326,-3.262654,,,,,,
1.325792,-2.160555,,,,,,
1.326257,-2.160555,,,,,,
1.326723,-0.394949,,,,,,
1.327189,0.484413,,,,,,
1.327654,1.127779,,,,,,
1.328120,1.634012,,,,,,
1.328585,2.054643,,,,,,
1.329051,2.437675,,,,,,
1.329516,2.756588,,,,,,
1.329982,2.630365,,,,,,
1.330447,2.185229,,,,,,
1.330913,1.589029,,,,,,
1.331378,0.713359,,,,,,
1.331844,-0.183124,,,,,,
1.332309,-0.935760,,,,,,
1.332775,-1.741100,,,,,,
1.333240,-2.467216,,,,,,
1.333706,-2.920073,,,,,,
1.334171,-3.251072,,,,,,
1.334637,-3.493446,,,,,,
1.335102,-3.891585,,,,,,
1.335568,-4.318257,,,,,,
1.336033,-4.342763,,,,,,
1.336499,-3.970474,,,,,,
1.336964,-3.268528,,,,,,
1.337430,-2.406958,,,,,,
1.337895,-1.654658,,,,,,
1.338361,-1.016159,,,,,,
1.338826,-0.307164,,,,,,
1.339292,0.105577,,,,,,
1.339757,0.105577,,,,,,
1.340223,1.275486,,,,,,
1.340688,2.133364,,,,,,
1.341154,2.674006,,,,,,
1.341620,2.845212,,,,,,
1.342085,2.375235,,,,,,
1.342551,1.460792,,,,,,
1.343016,0.626581,,,,,,
1.343482,0.023331,,,,,,
1.343947,-0.173053,,,,,,
1.344413,-0.268391,,,,,,
1.344878,-0.605768,,,,,,
1.345344,-0.883391,,,,,,
1.345809,-1.028748,,,,,,
1.346275,-1.142885,,,,,,
1.346740,-1.434607,,,,,,
1.347206,-1.829389,,,,,,
1.347671,-1.962661,,,,,,
1.348137,-1.780880,,,,,,
1.348602,-1.303349,,,,,,
1.349068,-0.554070,,,,,,
1.349533,0.189837,,,,,,
1.349999,0.813901,,,,,,
1.350464,1.571908,,,,,,
1.350930,2.246998,,,,,,
1.351395,2.671992,,,,,,
1.351861,3.008865,,,,,,
1.352326,3.213809,,,,,,
1.352792,3.438392,,,,,,
1.353257,3.556893,,,,,,
1.353723,3.347417,,,,,,
1.354188,2.818357,,,,,,
1.354654,1.986831,,,,,,
1.355120,0.967651,,,,,,
1.355585,0.020981,,,,,,
1.356051,-0.794263,,,,,,
1.356516,-1.640391,,,,,,
1.356982,-2.302388,,,,,,
1.357447,-2.769680,,,,,,
1.357913,-3.234455,,,,,,
1.358378,-3.779629,,,,,,
1.358844,-4.256825,,,,,,
1.359309,-4.419471,,,,,,
1.359775,-4.231983,,,,,,
1.360240,-3.667002,,,,,,
1.360706,-2.729732,,,,,,
1.361171,-1.711223,,,,,,
1.361637,-0.812558,,,,,,
1.362102,0.136126,,,,,,
1.362568,1.090684,,,,,,
1.363033,1.838453,,,,,,
1.363499,2.528649,,,,,,
1.363964,3.150698,,,,,,
1.364430,3.671031,,,,,,
1.364895,4.033417,,,,,,
1.365361,4.090990,,,,,,
1.365826,3.869764,,,,,,
1.366292,3.333989,,,,,,
1.366757,2.591424,,,,,,
1.367223,1.915328,,,,,,
1.367688,1.397513,,,,,,
1.368154,0.838407,,,,,,
1.368620,0.444968,,,,,,
1.369085,0.241535,,,,,,
1.369551,0.093660,,,,,,
1.370016,-0.139818,,,,,,
1.370482,-0.540139,,,,,,
1.370947,-0.676936,,,,,,
1.371413,-0.476356,,,,,,
1.371878,0.008560,,,,,,
1.372344,0.755825,,,,,,
1.372809,1.611185,,,,,,
1.373275,2.290303,,,,,,
1.373740,2.893553,,,,,,
1.374206,3.493111,,,,,,
1.374671,3.859693,,,,,,
1.375137,4.110796,,,,,,
1.375602,4.308858,,,,,,
1.376068,4.457908,,,,,,
1.376533,4.527733,,,,,,
1.376999,4.264546,,,,,,
1.377464,3.702586,,,,,,
1.377930,2.879957,,,,,,
1.378395,1.793133,,,,,,
1.378861,0.713527,,,,,,
1.379326,-0.143847,,,,,,
1.379792,-0.992157,,,,,,
1.380257,-1.759228,,,,,,
1.380723,-2.300374,,,,,,
1.381188,-2.719493,,,,,,
1.381654,-3.151705,,,,,,
1.382119,-3.794736,,,,,,
1.382585,-4.238025,,,,,,
1.383051,-4.234165,,,,,,
1.383516,-3.860700,,,,,,
1.383982,-3.168490,,,,,,
1.384447,-3.168490,,,,,,
1.384913,-1.439979,,,,,,
1.385378,-0.675593,,,,,,
1.385844,0.156268,,,,,,
1.386309,0.749111,,,,,,
1.386775,1.315099,,,,,,
1.387240,1.853559,,,,,,
1.387706,2.360464,,,,,,
1.388171,2.858640,,,,,,
1.388637,3.052674,,,,,,
1.389102,2.958511,,,,,,
1.389568,2.608713,,,,,,
1.390033,1.940841,,,,,,
1.390499,1.216068,,,,,,
1.390964,0.671229,,,,,,
1.391430,0.153918,,,,,,
1.391895,-0.467460,,,,,,
1.392361,-0.880369,,,,,,
1.392826,-1.041505,,,,,,
1.393292,-1.265248,,,,,,
1.393757,-1.699138,,,,,,
1.394223,-2.107683,,,,,,
1.394688,-2.212421,,,,,,
1.395154,-2.002945,,,,,,
1.395619,-1.465156,,,,,,
1.396085,-0.831357,,,,,,
1.396551,-0.345937,,,,,,
1.397016,0.010407,,,,,,
1.397482,0.417273,,,,,,
1.397947,0.417273,,,,,,
1.398413,0.700435,,,,,,
1.398878,0.741558,,,,,,
1.399344,0.725948,,,,,,
