Time_s,Ch_0,Ch_1,Ch_2,Ch_3,Ch_4,Ch_5,Ch_6
3.535135,0.983261,,,,,,
3.535600,0.799466,,,,,,
3.536066,0.555749,,,,,,
3.536531,0.251606,,,,,,
3.536997,-0.041459,,,,,,
3.537462,-0.174228,,,,,,
3.537928,-0.170703,,,,,,
3.538394,-0.133776,,,,,,
3.538859,-0.074189,,,,,,
3.539325,-0.018967,,,,,,
3.539790,-0.018967,,,,,,
3.540256,0.471656,,,,,,
3.540721,0.841764,,,,,,
3.541187,1.358068,,,,,,
3.541652,1.950912,,,,,,
3.542118,2.489708,,,,,,
3.542583,3.050324,,,,,,
3.543049,3.615305,,,,,,
3.543514,3.950332,,,,,,
3.543980,4.155779,,,,,,
3.544445,4.256321,,,,,,
3.544911,4.305501,,,,,,
3.545376,4.333700,,,,,,
3.545842,4.230976,,,,,,
3.546307,4.061112,,,,,,
3.546773,3.801953,,,,,,
3.547238,3.381659,,,,,,
3.547704,2.868711,,,,,,
3.548169,2.324208,,,,,,
3.548635,1.687724,,,,,,
3.549100,1.166217,,,,,,
3.549566,0.802152,,,,,,
3.550031,0.486595,,,,,,
3.550497,0.181781,,,,,,
3.550962,-0.123033,,,,,,
3.551428,-0.306996,,,,,,
3.551893,-0.329488,,,,,,
3.552359,-0.259831,,,,,,
3.552825,-0.050187,,,,,,
3.553290,0.280812,,,,,,
3.553756,0.592004,,,,,,
3.554221,0.946502,,,,,,
3.554687,1.353872,,,,,,
3.555152,1.600443,,,,,,
3.555618,1.721798,,,,,,
3.556083,1.784405,,,,,,
3.556549,1.806561,,,,,,
3.557014,1.850874,,,,,,
3.557480,1.830732,,,,,,
3.557945,1.765606,,,,,,
3.558411,1.628641,,,,,,
3.558876,1.373510,,,,,,
3.559342,1.005921,,,,,,
3.559807,0.621881,,,,,,
3.560273,0.152911,,,,,,
3.560738,-0.242206,,,,,,
3.561204,-0.487266,,,,,,
3.561669,-0.679286,,,,,,
3.562135,-0.866438,,,,,,
3.562600,-1.092699,,,,,,
3.563066,-1.226307,,,,,,
3.563531,-1.225803,,,,,,
3.563997,-1.181827,,,,,,
3.564462,-1.037476,,,,,,
3.564928,-0.730144,,,,,,
3.565393,-0.444633,,,,,,
3.565859,-0.175402,,,,,,
3.566325,0.174899,,,,,,
3.566790,0.174899,,,,,,
3.567256,0.428519,,,,,,
3.567721,0.385550,,,,,,
3.568187,0.263691,,,,,,
3.568652,0.176074,,,,,,
3.569118,-0.001678,,,,,,
3.569583,-0.239521,,,,,,
3.570049,-0.509422,,,,,,
3.570514,-0.907729,,,,,,
3.570980,-0.907729,,,,,,
3.571445,-1.923720,,,,,,
3.571911,-2.512200,,,,,,
3.572376,-3.077348,,,,,,
3.572842,-3.419257,,,,,,
3.573307,-3.637125,,,,,,
3.573773,-3.795239,,,,,,
3.574238,-3.968124,,,,,,
3.574704,-4.099046,,,,,,
3.575169,-4.077226,,,,,,
3.575635,-3.939925,,,,,,
3.576100,-3.683452,,,,,,
3.576566,-3.250065,,,,,,
3.577031,-2.777066,,,,,,
3.577497,-2.326223,,,,,,
3.577962,-1.751843,,,,,,
3.578428,-1.269780,,,,,,
3.578893,-0.981750,,,,,,
3.579359,-0.750454,,,,,,
3.579825,-0.574548,,,,,,
3.580290,-0.406699,,,,,,
3.580756,-0.257649,,,,,,
3.581221,-0.186816,,,,,,
3.581687,-0.163653,,,,,,
3.582152,-0.242542,,,,,,
3.582618,-0.455375,,,,,,
3.583083,-0.706142,,,,,,
3.583549,-1.006928,,,,,,
3.584014,-1.314427,,,,,,
3.584480,-1.445350,,,,,,
3.584945,-1.490166,,,,,,
3.585411,-1.512154,,,,,,
3.585876,-1.540017,,,,,,
3.586342,-1.566033,,,,,,
3.586807,-1.429908,,,,,,
3.587273,-1.196597,,,,,,
3.587738,-0.872313,,,,,,
3.588204,-0.425498,,,,,,
3.588669,0.086442,,,,,,
3.589135,0.552392,,,,,,
3.589600,1.081453,,,,,,
3.590066,1.526589,,,,,,
3.590531,1.777356,,,,,,
3.590997,1.899550,,,,,,
3.591462,1.922713,,,,,,
3.591928,1.908614,,,,,,
3.592393,1.865980,,,,,,
3.592859,1.734051,,,,,,
3.593324,1.538338,,,,,,
3.593790,1.242588,,,,,,
3.594256,0.796780,,,,,,
3.594721,0.313375,,,,,,
3.595187,-0.188830,,,,,,
3.595652,-0.705135,,,,,,
3.596118,-1.070375,,,,,,
3.596583,-1.267765,,,,,,
3.597049,-1.406073,,,,,,
3.597514,-1.554284,,,,,,
3.597980,-1.554284,,,,,,
3.598445,-1.648447,,,,,,
3.598911,-1.467170,,,,,,
3.599376,-1.168399,,,,,,
3.599842,-0.732662,,,,,,
3.600307,-0.194537,,,,,,
3.600773,0.317739,,,,,,
3.601238,0.913939,,,,,,
3.601704,1.499229,,,,,,
3.602169,1.877058,,,,,,
3.602635,2.148806,,,,,,
3.603100,2.354757,,,,,,
3.603566,2.539727,,,,,,
3.604031,2.683742,,,,,,
3.604497,2.725032,,,,,,
3.604962,2.719661,,,,,,
3.605428,2.618952,,,,,,
3.605893,2.360464,,,,,,
3.606359,2.041886,,,,,,
3.606824,1.674296,,,,,,
3.607290,1.254002,,,,,,
3.607756,0.933074,,,,,,
3.608221,0.753140,,,,,,
3.608687,0.589822,,,,,,
3.609152,0.418112,,,,,,
3.609618,0.195544,,,,,,
3.610083,0.094331,,,,,,
3.610549,0.145525,,,,,,
3.611014,0.283162,,,,,,
3.611480,0.538964,,,,,,
3.611945,0.881880,,,,,,
3.612411,1.208011,,,,,,
3.612876,1.583993,,,,,,
3.613342,2.001266,,,,,,
3.613807,2.217792,,,,,,
3.614273,2.311788,,,,,,
3.614738,2.335958,,,,,,
3.615204,2.335958,,,,,,
3.615669,2.321859,,,,,,
3.616135,2.241291,,,,,,
3.616600,2.126146,,,,,,
3.617066,1.948898,,,,,,
3.617531,1.654490,,,,,,
3.617997,1.270115,,,,,,
3.618462,0.875334,,,,,,
3.618928,0.441947,,,,,,
3.619393,0.100877,,,,,,
3.619859,-0.106920,,,,,,
3.620324,-0.261006,,,,,,
3.620790,-0.422644,,,,,,
3.621255,-0.652766,,,,,,
3.621721,-0.778653,,,,,,
3.622187,-0.734173,,,,,,
3.622652,-0.611810,,,,,,
3.623118,-0.376150,,,,,,
3.623583,-0.042466,,,,,,
3.624049,0.284337,,,,,,
3.624514,0.616175,,,,,,
3.624980,0.616175,,,,,,
3.625445,1.237888,,,,,,
3.625911,1.308721,,,,,,
3.626376,1.300832,,,,,,
3.626842,1.244938,,,,,,
3.627307,1.182162,,,,,,
3.627773,1.049897,,,,,,
3.628238,0.888090,,,,,,
3.628704,0.663676,,,,,,
3.629169,0.663676,,,,,,
3.629635,-0.166674,,,,,,
3.630100,-0.620706,,,,,,
3.630566,-1.130800,,,,,,
3.631031,-1.574090,,,,,,
3.631497,-1.839796,,,,,,
3.631962,-2.050278,,,,,,
3.632428,-2.205371,,,,,,
3.632893,-2.385138,,,,,,
3.633359,-2.501793,,,,,,
3.633824,-2.431968,,,,,,
3.634290,-2.244648,,,,,,
3.634755,-1.929091,,,,,,
3.635221,-1.472709,,,,,,
3.635687,-1.030930,,,,,,
3.636152,-0.573205,,,,,,
3.636618,-0.018296,,,,,,
3.637083,0.380514,,,,,,
3.637549,0.580591,,,,,,
3.638014,0.680629,,,,,,
3.638480,0.691371,,,,,,
3.638945,0.716884,,,,,,
3.639411,0.659144,,,,,,
3.639876,0.534936,,,,,,
3.640342,0.370443,,,,,,
3.640807,0.070665,,,,,,
3.641273,-0.387228,,,,,,
3.641738,-0.863584,,,,,,
3.642204,-1.396338,,,,,,
3.642669,-1.897704,,,,,,
3.643135,-2.226184,,,,,,
3.643600,-2.477790,,,,,,
3.644066,-2.688441,,,,,,
3.644531,-2.932158,,,,,,
3.644997,-3.131563,,,,,,
3.645462,-3.154894,,,,,,
3.645928,-3.062577,,,,,,
3.646393,-2.876432,,,,,,
3.646859,-2.533013,,,,,,
3.647324,-2.165591,,,,,,
3.647790,-1.810086,,,,,,
3.648255,-1.350851,,,,,,
3.648721,-0.972015,,,,,,
3.649187,-0.776471,,,,,,
3.649652,-0.661158,,,,,,
3.650118,-0.600397,,,,,,
3.650583,-0.513451,,,,,,
3.651049,-0.465782,,,,,,
3.651514,-0.509255,,,,,,
3.651980,-0.554070,,,,,,
3.652445,-0.687007,,,,,,
3.652911,-0.959762,,,,,,
3.653376,-1.258701,,,,,,
3.653842,-1.571237,,,,,,
3.654307,-1.894179,,,,,,
3.654773,-2.046921,,,,,,
3.655238,-2.083848,,,,,,
3.655704,-2.067399,,,,,,
3.656169,-2.067399,,,,,,
3.656635,-2.087205,,,,,,
3.657100,-1.922377,,,,,,
3.657566,-1.655497,,,,,,
3.658031,-1.289921,,,,,,
3.658497,-0.788724,,,,,,
3.658962,-0.235828,,,,,,
3.659428,0.261006,,,,,,
3.659893,0.854520,,,,,,
3.660359,1.405066,,,,,,
3.660824,1.730358,,,,,,
3.661290,1.942855,,,,,,
3.661755,2.082338,,,,,,
3.662221,2.198657,,,,,,
3.662686,2.281910,,,,,,
3.663152,2.253712,,,,,,
3.663618,2.204700,,,,,,
3.664083,2.066056,,,,,,
3.664549,1.753521,,,,,,
3.665014,1.399359,,,,,,
3.665480,1.005249,,,,,,
3.665945,0.561791,,,,,,
3.666411,0.270069,,,,,,
3.666876,0.099535,,,,,,
3.667342,-0.049851,,,,,,
3.667807,-0.182956,,,,,,
3.668273,-0.326802,,,,,,
3.668738,-0.313375,,,,,,
3.669204,-0.160632,,,,,,
3.669669,0.090135,,,,,,
3.670135,0.464439,,,,,,
3.670600,0.929381,,,,,,
3.671066,1.303685,,,,,,
3.671531,1.758221,,,,,,
3.671997,2.224506,,,,,,
3.672462,2.476951,,,,,,
3.672928,2.627344,,,,,,
3.673393,2.699519,,,,,,
3.673859,2.747860,,,,,,
3.674324,2.824399,,,,,,
3.674790,2.811643,,,,,,
3.675255,2.727718,,,,,,
3.675721,2.596124,,,,,,
3.676186,2.320851,,,,,,
3.676652,1.964340,,,,,,
3.677118,1.587686,,,,,,
3.677583,1.168063,,,,,,
3.678049,0.831693,,,,,,
3.678514,0.648737,,,,,,
3.678980,0.478370,,,,,,
3.679445,0.318074,,,,,,
3.679911,0.115312,,,,,,
3.680376,0.020981,,,,,,
3.680842,0.082246,,,,,,
3.681307,0.205280,,,,,,
3.681773,0.432212,,,,,,
3.682238,0.772610,,,,,,
3.682704,1.071382,,,,,,
3.683169,1.071382,,,,,,
3.683635,1.750164,,,,,,
3.684100,1.951415,,,,,,
3.684566,2.003281,,,,,,
3.685031,1.965011,,,,,,
3.685497,1.889815,,,,,,
3.685962,1.823850,,,,,,
3.686428,1.690242,,,,,,
3.686893,1.493019,,,,,,
3.687359,1.260716,,,,,,
3.687824,0.894972,,,,,,
3.688290,0.423987,,,,,,
3.688755,-0.048508,,,,,,
3.689221,-0.592676,,,,,,
3.689686,-1.052583,,,,,,
3.690152,-1.321645,,,,,,
3.690618,-1.505104,,,,,,
3.691083,-1.682017,,,,,,
3.691549,-1.868833,,,,,,
3.692014,-1.950912,,,,,,
3.692480,-1.860441,,,,,,
3.692945,-1.677150,,,,,,
3.693411,-1.377035,,,,,,
3.693876,-0.940795,,,,,,
3.694342,-0.515969,,,,,,
3.694807,-0.102220,,,,,,
3.695273,0.399313,,,,,,
3.695738,0.744747,,,,,,
3.696204,0.915450,,,,,,
3.696669,0.988128,,,,,,
3.697135,0.983764,,,,,,
3.697600,0.986114,,,,,,
3.698066,0.907561,,,,,,
3.698531,0.750454,,,,,,
3.698997,0.531914,,,,,,
3.699462,0.202426,,,,,,
3.699928,-0.266377,,,,,,
3.700393,-0.738705,,,,,,
3.700859,-1.274815,,,,,,
3.701324,-1.776684,,,,,,
3.701790,-2.088212,,,,,,
3.702255,-2.275196,,,,,,
3.702721,-2.401419,,,,,,
3.703186,-2.525460,,,,,,
3.703652,-2.597635,,,,,,
3.704117,-2.529152,,,,,,
3.704583,-2.371542,,,,,,
3.705049,-2.109697,,,,,,
3.705514,-1.687053,,,,,,
3.705980,-1.226139,,,,,,
3.706445,-0.806516,,,,,,
3.706911,-0.291722,,,,,,
3.707376,0.135958,,,,,,
3.707842,0.378164,,,,,,
3.708307,0.539132,,,,,,
3.708773,0.627588,,,,,,
3.709238,0.747097,,,,,,
3.709704,0.819272,,,,,,
3.710169,0.819272,,,,,,
3.710635,0.754314,,,,,,
3.711100,0.602747,,,,,,
3.711566,0.301961,,,,,,
3.712031,-0.031891,,,,,,
3.712497,-0.412909,,,,,,
3.712962,-0.815915,,,,,,
3.713428,-1.050568,,,,,,
3.713893,-1.181491,,,,,,
3.714359,-1.181491,,,,,,
3.714824,-1.466163,,,,,,
3.715290,-1.597086,,,,,,
3.715755,-1.556466,,,,,,
3.716221,-1.420172,,,,,,
3.716686,-1.193240,,,,,,
3.717152,-0.810880,,,,,,
3.717617,-0.387060,,,,,,
3.718083,-0.005539,,,,,,
3.718549,0.445640,,,,,,
3.719014,0.876677,,,,,,
3.719480,1.100587,,,,,,
3.719945,1.209689,,,,,,
3.720411,1.241917,,,,,,
3.720876,1.252323,,,,,,
3.721342,1.238224,,,,,,
3.721807,1.150607,,,,,,
3.722273,1.025727,,,,,,
3.722738,0.803494,,,,,,
3.723204,0.475685,,,,,,
3.723669,0.106920,,,,,,
3.724135,-0.306325,,,,,,
3.724600,-0.745754,,,,,,
3.725066,-1.010452,,,,,,
3.725531,-1.142885,,,,,,
3.725997,-1.227649,,,,,,
3.726462,-1.346822,,,,,,
3.726928,-1.459113,,,,,,
3.727393,-1.392645,,,,,,
3.727859,-1.211704,,,,,,
3.728324,-0.956909,,,,,,
3.728790,-0.573541,,,,,,
3.729255,-0.115145,,,,,,
3.729721,0.292897,,,,,,
3.730186,0.751125,,,,,,
3.730652,1.187198,,,,,,
3.731117,1.431250,,,,,,
3.731583,1.562509,,,,,,
3.732049,1.587015,,,,,,
3.732514,1.569894,,,,,,
3.732980,1.559823,,,,,,
3.733445,1.449714,,,,,,
3.733911,1.292607,,,,,,
3.734376,1.044358,,,,,,
3.734842,0.669886,,,,,,
3.735307,0.229114,,,,,,
3.735773,-0.231128,,,,,,
3.736238,-0.757504,,,,,,
3.736704,-1.159670,,,,,,
3.737169,-1.398688,,,,,,
3.737635,-1.554116,,,,,,
3.738100,-1.705013,,,,,,
3.738566,-1.919356,,,,,,
3.739031,-1.977096,,,,,,
3.739497,-1.875380,,,,,,
3.739962,-1.708873,,,,,,
3.740428,-1.430243,,,,,,
3.740893,-1.024384,,,,,,
3.741359,-1.024384,,,,,,
3.741824,-0.244892,,,,,,
3.742290,0.207630,,,,,,
3.742755,0.477867,,,,,,
3.743221,0.631617,,,,,,
3.743686,0.707820,,,,,,
3.744152,0.740215,,,,,,
3.744617,0.784360,,,,,,
3.745083,0.768414,,,,,,
3.745548,0.724605,,,,,,
3.746014,0.633967,,,,,,
3.746480,0.397971,,,,,,
3.746945,0.095842,,,,,,
3.747411,-0.183291,,,,,,
3.747876,-0.519829,,,,,,
3.748342,-0.780667,,,,,,
3.748807,-0.862913,,,,,,
3.749273,-0.870466,,,,,,
3.749738,-0.861402,,,,,,
3.750204,-0.924346,,,,,,
3.750669,-0.871138,,,,,,
3.751135,-0.654780,,,,,,
3.751600,-0.377157,,,,,,
3.752066,-0.004868,,,,,,
3.752531,0.472999,,,,,,
3.752997,0.923674,,,,,,
3.753462,1.374853,,,,,,
3.753928,1.891829,,,,,,
3.754393,2.224842,,,,,,
3.754859,2.411490,,,,,,
3.755324,2.500114,,,,,,
3.755790,2.523613,,,,,,
3.756255,2.536370,,,,,,
3.756721,2.474601,,,,,,
3.757186,2.343008,,,,,,
3.757652,2.161395,,,,,,
3.758117,1.833082,,,,,,
3.758583,1.398688,,,,,,
3.759048,0.929717,,,,,,
3.759514,0.371618,,,,,,
3.759980,-0.144518,,,,,,
3.760445,-0.498009,,,,,,
3.760911,-0.761196,,,,,,
3.761376,-0.979400,,,,,,
3.761842,-1.234195,,,,,,
3.762307,-1.430579,,,,,,
3.762773,-1.406744,,,,,,
3.763238,-1.290761,,,,,,
3.763704,-1.075074,,,,,,
3.764169,-0.717388,,,,,,
3.764635,-0.321263,,,,,,
3.765100,0.071672,,,,,,
3.765566,0.586465,,,,,,
3.766031,0.981415,,,,,,
3.766497,1.226810,,,,,,
3.766962,1.387945,,,,,,
3.767428,1.478920,,,,,,
3.767893,1.605814,,,,,,
3.768359,1.605814,,,,,,
3.768824,1.682185,,,,,,
3.769290,1.648112,,,,,,
3.769755,1.507118,,,,,,
3.770221,1.208347,,,,,,
3.770686,0.912932,,,,,,
3.771152,0.538796,,,,,,
3.771617,0.146868,,,,,,
3.772083,-0.061936,,,,,,
3.772548,-0.061936,,,,,,
3.773014,-0.305989,,,,,,
3.773480,-0.458396,,,,,,
3.773945,-0.618524,,,,,,
3.774411,-0.596704,,,,,,
3.774876,-0.483909,,,,,,
3.775342,-0.299947,,,,,,
3.775807,0.017624,,,,,,
3.776273,0.349966,,,,,,
3.776738,0.629435,,,,,,
3.777204,1.013642,,,,,,
3.777669,1.310735,,,,,,
3.778135,1.394324,,,,,,
3.778600,1.400366,,,,,,
3.779066,1.298985,,,,,,
3.779531,1.190890,,,,,,
3.779997,1.053254,,,,,,
3.780462,0.835050,,,,,,
3.780928,0.582940,,,,,,
3.781393,0.261006,,,,,,
3.781859,-0.219043,,,,,,
3.782324,-0.715206,,,,,,
3.782790,-1.249638,,,,,,
3.783255,-1.812100,,,,,,
3.783721,-2.162737,,,,,,
3.784186,-2.342336,,,,,,
3.784652,-2.505318,,,,,,
3.785117,-2.667796,,,,,,
3.785583,-2.811139,,,,,,
3.786048,-2.771862,,,,,,
3.786514,-2.567590,,,,,,
3.786979,-2.276036,,,,,,
3.787445,-1.846006,,,,,,
3.787911,-1.347662,,,,,,
3.788376,-0.866438,,,,,,
3.788842,-0.302968,,,,,,
3.789307,0.232471,,,,,,
3.789773,0.542824,,,,,,
3.790238,0.760189,,,,,,
3.790704,0.884565,,,,,,
3.791169,0.966308,,,,,,
3.791635,1.017670,,,,,,
3.792100,0.957916,,,,,,
3.792566,0.862242,,,,,,
3.793031,0.691035,,,,,,
3.793497,0.346273,,,,,,
3.793962,-0.080735,,,,,,
3.794428,-0.529229,,,,,,
3.794893,-1.063325,,,,,,
3.795359,-1.467338,,,,,,
3.795824,-1.735058,,,,,,
3.796290,-1.927245,,,,,,
3.796755,-2.128832,,,,,,
3.797221,-2.365499,,,,,,
3.797686,-2.443717,,,,,,
3.798152,-2.342000,,,,,,
3.798617,-2.156023,,,,,,
3.799083,-1.836103,,,,,,
3.799548,-1.836103,,,,,,
3.800014,-0.956405,,,,,,
3.800479,-0.442115,,,,,,
3.800945,0.140826,,,,,,
3.801411,0.512612,,,,,,
3.801876,0.769085,,,,,,
3.802342,0.960601,,,,,,
3.802807,1.119722,,,,,,
3.803273,1.284886,,,,,,
3.803738,1.352697,,,,,,
3.804204,1.378882,,,,,,
3.804669,1.363439,,,,,,
3.805135,1.202304,,,,,,
3.805600,0.933074,,,,,,
3.806066,0.665019,,,,,,
3.806531,0.292897,,,,,,
3.806997,-0.007889,,,,,,
3.807462,-0.155932,,,,,,
3.807928,-0.270909,,,,,,
3.808393,-0.385550,,,,,,
3.808859,-0.557595,,,,,,
3.809324,-0.628931,,,,,,
3.809790,-0.576226,,,,,,
3.810255,-0.441276,,,,,,
3.810721,-0.214343,,,,,,
3.811186,0.110613,,,,,,
3.811652,0.389914,,,,,,
3.812117,0.701946,,,,,,
3.812583,1.098573,,,,,,
3.813048,1.324331,,,,,,
3.813514,1.398016,,,,,,
3.813979,1.399023,,,,,,
3.814445,1.344976,,,,,,
3.814911,1.319799,,,,,,
3.815376,1.226474,,,,,,
3.815842,1.075242,,,,,,
3.816307,0.893797,,,,,,
3.816773,0.616175,,,,,,
3.817238,0.220386,,,,,,
3.817704,-0.198398,,,,,,
3.818169,-0.663172,,,,,,
3.818635,-1.065339,,,,,,
3.819100,-1.291936,,,,,,
3.819566,-1.440314,,,,,,
3.820031,-1.546395,,,,,,
3.820497,-1.690074,,,,,,
3.820962,-1.741772,,,,,,
3.821428,-1.614542,,,,,,
3.821893,-1.377874,,,,,,
3.822359,-1.044358,,,,,,
3.822824,-0.582437,,,,,,
3.823290,-0.106920,,,,,,
3.823755,0.344930,,,,,,
3.824221,0.908232,,,,,,
3.824686,1.334569,,,,,,
3.825152,1.592386,,,,,,
3.825617,1.746807,,,,,,
3.826083,1.841138,,,,,,
3.826548,1.943526,,,,,,
3.827014,1.980789,,,,,,
3.827479,1.943526,,,,,,
3.827945,1.876387,,,,,,
3.828410,1.694102,,,,,,
3.828876,1.389624,,,,,,
3.829342,1.053925,,,,,,
3.829807,0.649409,,,,,,
3.830273,0.240192,,,,,,
3.830738,0.001846,,,,,,
3.831204,-0.153246,,,,,,
3.831669,-0.304982,,,,,,
3.832135,-0.509087,,,,,,
3.832600,-0.676936,,,,,,
3.833066,-0.658137,,,,,,
3.833531,-0.564141,,,,,,
3.833997,-0.380346,,,,,,
3.834462,-0.065293,,,,,,
3.834928,0.269566,,,,,,
3.835393,0.558267,,,,,,
3.835859,0.972686,,,,,,
3.836324,1.270115,,,,,,
3.836790,1.390631,,,,,,
3.837255,1.415473,,,,,,
3.837721,1.346654,,,,,,
3.838186,1.270787,,,,,,
3.838652,1.169406,,,,,,
3.839117,0.990143,,,,,,
3.839583,0.787381,,,,,,
3.840048,0.503380,,,,,,
3.840514,0.101884,,,,,,
3.840979,-0.328817,,,,,,
3.841445,-0.829007,,,,,,
3.841910,-1.332891,,,,,,
3.842376,-1.659190,,,,,,
3.842842,-1.854231,,,,,,
3.843307,-1.976761,,,,,,
3.843773,-2.086030,,,,,,
3.844238,-2.202853,,,,,,
3.844704,-2.129168,,,,,,
3.845169,-1.931609,,,,,,
3.845635,-1.650797,,,,,,
3.846100,-1.254505,,,,,,
3.846566,-0.791745,,,,,,
3.847031,-0.363394,,,,,,
3.847497,0.154925,,,,,,
3.847962,0.639338,,,,,,
3.848428,0.930053,,,,,,
3.848893,1.117372,,,,,,
3.849359,1.207004,,,,,,
3.849824,1.299321,,,,,,
3.850290,1.373175,,,,,,
3.850755,1.343297,,,,,,
3.851221,1.283879,,,,,,
3.851686,1.167224,,,,,,
3.852152,0.903197,,,,,,
3.852617,0.604425,,,,,,
3.853083,0.247913,,,,,,
3.853548,-0.173388,,,,,,
3.854014,-0.466789,,,,,,
3.854479,-0.630945,,,,,,
3.854945,-0.752468,,,,,,
3.855410,-0.888426,,,,,,
3.855876,-1.041001,,,,,,
3.856342,-1.022034,,,,,,
3.856807,-0.885405,,,,,,
3.857273,-0.706142,,,,,,
3.857738,-0.409384,,,,,,
3.858204,-0.049516,,,,,,
3.858669,0.244221,,,,,,
3.859135,0.598718,,,,,,
3.859600,0.974029,,,,,,
3.860066,1.143221,,,,,,
3.860531,1.216403,,,,,,
3.860997,1.169406,,,,,,
3.861462,1.099916,,,,,,
3.861928,1.029587,,,,,,
3.862393,0.858885,,,,,,
3.862859,0.664851,,,,,,
3.863324,0.432212,,,,,,
3.863790,0.082750,,,,,,
3.864255,-0.321096,,,,,,
3.864721,-0.731487,,,,,,
3.865186,-1.228321,,,,,,
3.865652,-1.565530,,,,,,
3.866117,-1.732372,,,,,,
3.866583,-1.841138,,,,,,
3.867048,-1.923888,,,,,,
3.867514,-2.025101,,,,,,
3.867979,-1.972396,,,,,,
3.868445,-1.733043,,,,,,
3.868910,-1.428229,,,,,,
3.869376,-0.994507,,,,,,
3.869841,-0.445975,,,,,,
3.870307,0.050523,,,,,,
3.870773,0.580926,,,,,,
3.871238,1.158328,,,,,,
3.871704,1.538338,,,,,,
3.872169,1.787594,,,,,,
3.872635,1.946212,,,,,,
3.873100,2.013016,,,,,,
3.873566,2.096269,,,,,,
3.874031,2.089220,,,,,,
3.874497,2.018051,,,,,,
3.874962,1.888472,,,,,,
3.875428,1.631327,,,,,,
3.875893,1.243763,,,,,,
3.876359,0.837736,,,,,,
3.876824,0.314717,,,,,,
3.877290,-0.131426,,,,,,
3.877755,-0.399313,,,,,,
3.878221,-0.584619,,,,,,
3.878686,-0.724269,,,,,,
3.879152,-0.917967,,,,,,
3.879617,-1.013977,,,,,,
3.880083,-0.926024,,,,,,
3.880548,-0.773953,,,,,,
3.881014,-0.553567,,,,,,
3.881479,-0.188159,,,,,,
3.881945,0.166003,,,,,,
3.882410,0.514794,,,,,,
3.882876,0.950530,,,,,,
3.883341,1.244938,,,,,,
3.883807,1.372168,,,,,,
3.884273,1.423529,,,,,,
3.884738,1.368475,,,,,,
3.885204,1.342626,,,,,,
3.885669,1.243091,,,,,,
3.886135,1.065339,,,,,,
3.886600,0.853849,,,,,,
3.887066,0.536614,,,,,,
3.887531,0.103227,,,,,,
3.887997,-0.316396,,,,,,
3.888462,-0.807187,,,,,,
3.888928,-1.283543,,,,,,
3.889393,-1.561837,,,,,,
3.889859,-1.741436,,,,,,
3.890324,-1.893507,,,,,,
3.890790,-2.095766,,,,,,
3.891255,-2.214771,,,,,,
3.891721,-2.136553,,,,,,
3.892186,-1.958633,,,,,,
3.892652,-1.709209,,,,,,
3.893117,-1.309728,,,,,,
3.893583,-0.899840,,,,,,
3.894048,-0.508751,,,,,,
3.894514,-0.005539,,,,,,
3.894979,0.363058,,,,,,
3.895445,0.571862,,,,,,
3.895910,0.722927,,,,,,
3.896376,0.776638,,,,,,
3.896841,0.822965,,,,,,
3.897307,0.857877,,,,,,
3.897773,0.826993,,,,,,
3.898238,0.778485,,,,,,
3.898704,0.643702,,,,,,
3.899169,0.390417,,,,,,
3.899635,0.128069,,,,,,
3.900100,-0.187488,,,,,,
3.900566,-0.559442,,,,,,
3.901031,-0.760861,,,,,,
3.901497,-0.859556,,,,,,
3.901962,-0.934752,,,,,,
3.902428,-1.027070,,,,,,
3.902893,-1.153628,,,,,,
3.903359,-1.092195,,,,,,
3.903824,-0.905882,,,,,,
3.904290,-0.675090,,,,,,
3.904755,-0.357519,,,,,,
3.905221,0.022660,,,,,,
3.905686,0.353491,,,,,,
3.906152,0.768246,,,,,,
3.906617,1.097566,,,,,,
3.907083,1.218418,,,,,,
3.907548,1.239231,,,,,,
3.908014,1.168399,,,,,,
3.908479,1.065339,,,,,,
3.908945,0.958251,,,,,,
3.909410,0.764218,,,,,,
3.909876,0.544335,,,,,,
3.910341,0.295918,,,,,,
3.910807,-0.106249,,,,,,
3.911272,-0.525872,,,,,,
3.911738,-0.943648,,,,,,
3.912204,-1.415473,,,,,,
3.912669,-1.732372,,,,,,
3.913135,-1.886961,,,,,,
3.913600,-1.994553,,,,,,
3.914066,-2.122454,,,,,,
3.914531,-2.266468,,,,,,
3.914997,-2.209064,,,,,,
3.915462,-2.002945,,,,,,
3.915928,-1.711223,,,,,,
3.916393,-1.321309,,,,,,
3.916859,-0.843610,,,,,,
3.917324,-0.425330,,,,,,
3.917790,0.068986,,,,,,
3.918255,0.557763,,,,,,
3.918721,0.839078,,,,,,
3.919186,1.014313,,,,,,
3.919652,1.078096,,,,,,
3.920117,1.101930,,,,,,
3.920583,1.095552,,,,,,
3.921048,1.006928,,,,,,
3.921514,0.875334,,,,,,
3.921979,0.690532,,,,,,
3.922445,0.360372,,,,,,
3.922910,-0.015946,,,,,,
3.923376,-0.415763,,,,,,
3.923841,-0.888426,,,,,,
3.924307,-1.248295,,,,,,
3.924772,-1.441825,,,,,,
3.925238,-1.562173,,,,,,
3.925704,-1.651133,,,,,,
3.926169,-1.780713,,,,,,
3.926635,-1.760403,,,,,,
3.927100,-1.571908,,,,,,
3.927566,-1.323995,,,,,,
3.928031,-0.968154,,,,,,
3.928497,-0.515801,,,,,,
