Rel_Time,System_Time,S6_EMG_1
1.019483,18:00:51.740,0.155932
1.019948,18:00:51.740,0.140490
1.020414,18:00:51.740,0.073014
1.020879,18:00:51.741,-0.004532
1.021345,18:00:51.741,-0.046830
1.021810,18:00:51.742,-0.068986
1.022276,18:00:51.742,-0.068986
1.022741,18:00:51.743,-0.042466
1.023207,18:00:51.743,0.022324
1.023672,18:00:51.744,0.174395
1.024138,18:00:51.744,0.415427
1.024603,18:00:51.745,0.674250
1.025069,18:00:51.745,0.914946
1.025534,18:00:51.746,1.173434
1.026000,18:00:51.746,1.518532
1.026466,18:00:51.747,1.938827
1.026931,18:00:51.747,2.326894
1.027397,18:00:51.747,2.620630
1.027862,18:00:51.748,2.854612
1.028328,18:00:51.748,3.064591
1.028793,18:00:51.749,3.232944
1.029259,18:00:51.749,3.359838
1.029724,18:00:51.750,3.538766
1.030190,18:00:51.750,3.803632
1.030655,18:00:51.751,4.026200
1.031121,18:00:51.751,4.081254
1.031586,18:00:51.752,4.081254
1.032052,18:00:51.752,3.797589
1.032517,18:00:51.753,3.594156
1.032983,18:00:51.753,3.387366
1.033448,18:00:51.753,3.119142
1.033914,18:00:51.754,3.119142
1.034379,18:00:51.754,2.392523
1.034845,18:00:51.755,2.038193
1.035310,18:00:51.755,1.680674
1.035776,18:00:51.756,1.274647
1.036241,18:00:51.756,0.794766
1.036707,18:00:51.757,0.324620
1.037172,18:00:51.757,-0.015610
1.037638,18:00:51.758,-0.233478
1.038103,18:00:51.758,-0.409720
1.038569,18:00:51.759,-0.568170
1.039034,18:00:51.759,-0.676600
1.039500,18:00:51.760,-0.739712
1.039966,18:00:51.760,-0.812894
1.040431,18:00:51.760,-0.902861
1.040897,18:00:51.761,-0.969329
1.041362,18:00:51.761,-0.998535
1.041828,18:00:51.762,-1.004746
1.042293,18:00:51.762,-0.972351
1.042759,18:00:51.763,-0.916625
1.043224,18:00:51.763,-0.822629
1.043690,18:00:51.764,-0.655451
1.044155,18:00:51.764,-0.410727
1.044621,18:00:51.765,-0.113634
1.045086,18:00:51.765,0.212329
1.045552,18:00:51.766,0.548363
1.046017,18:00:51.766,0.951705
1.046483,18:00:51.767,1.435279
1.046948,18:00:51.767,1.898207
1.047414,18:00:51.767,2.261769
1.047879,18:00:51.768,2.565240
1.048345,18:00:51.768,2.826246
1.048810,18:00:51.769,3.040253
1.049276,18:00:51.769,3.235630
1.049741,18:00:51.770,3.481025
1.050207,18:00:51.770,3.773083
1.050672,18:00:51.771,3.992966
1.051138,18:00:51.771,4.054231
1.051603,18:00:51.772,3.963424
1.052069,18:00:51.772,3.778454
1.052534,18:00:51.773,3.565621
1.053000,18:00:51.773,3.358831
1.053466,18:00:51.774,3.105043
1.053931,18:00:51.774,2.763302
1.054397,18:00:51.774,2.395377
1.054862,18:00:51.775,2.046082
1.055328,18:00:51.775,1.699474
1.055793,18:00:51.776,1.282200
1.056259,18:00:51.776,0.775967
1.056724,18:00:51.777,0.293400
1.057190,18:00:51.777,-0.043305
1.057655,18:00:51.778,-0.264027
1.058121,18:00:51.778,-0.435401
1.058586,18:00:51.779,-0.569177
1.059052,18:00:51.779,-0.635645
1.059517,18:00:51.780,-0.634134
1.059983,18:00:51.780,-0.646387
1.060448,18:00:51.780,-0.646387
1.060914,18:00:51.781,-0.701778
1.061379,18:00:51.781,-0.652934
1.061845,18:00:51.782,-0.562799
1.062310,18:00:51.782,-0.440604
1.062776,18:00:51.783,-0.440604
1.063241,18:00:51.783,-0.122698
1.063707,18:00:51.784,0.187152
1.064172,18:00:51.784,0.602747
1.064638,18:00:51.785,1.056611
1.065103,18:00:51.785,1.510475
1.065569,18:00:51.786,1.994553
1.066034,18:00:51.786,2.562890
1.066500,18:00:51.787,3.182086
1.066966,18:00:51.787,3.754284
1.067431,18:00:51.787,4.223590
1.067897,18:00:51.788,4.598230
1.068362,18:00:51.788,4.890959
1.068828,18:00:51.789,5.137026
1.069293,18:00:51.789,5.407263
1.069759,18:00:51.790,5.499916
1.070224,18:00:51.790,5.499916
1.070690,18:00:51.791,5.499916
1.071155,18:00:51.791,5.499916
1.071621,18:00:51.792,5.499916
1.072086,18:00:51.792,5.499916
1.072552,18:00:51.793,5.499916
1.073017,18:00:51.793,5.499916
1.073483,18:00:51.794,3.186282
1.073948,18:00:51.794,2.442374
1.074414,18:00:51.794,3.086915
1.074879,18:00:51.795,2.949615
1.075345,18:00:51.795,2.189929
1.075810,18:00:51.796,1.319631
1.076276,18:00:51.796,0.460410
1.076741,18:00:51.797,-0.372122
1.077207,18:00:51.797,-1.124422
1.077672,18:00:51.798,-1.818311
1.078138,18:00:51.798,-2.498604
1.078603,18:00:51.799,-3.163790
1.079069,18:00:51.799,-3.762676
1.079534,18:00:51.800,-4.301472
1.080000,18:00:51.800,-4.857221
1.080466,18:00:51.801,-5.444694
1.080931,18:00:51.801,-5.492195
1.081397,18:00:51.801,-5.493706
1.081862,18:00:51.802,-5.494041
1.082328,18:00:51.802,-5.494377
1.082793,18:00:51.803,-5.494209
1.083259,18:00:51.803,-5.494713
1.083724,18:00:51.804,-5.494713
1.084190,18:00:51.804,-5.494881
1.084655,18:00:51.805,-5.494545
1.085121,18:00:51.805,-5.494713
1.085586,18:00:51.806,-5.494713
1.086052,18:00:51.806,-5.494713
1.086517,18:00:51.807,-5.495048
1.086983,18:00:51.807,-5.495048
1.087448,18:00:51.807,-5.494881
1.087914,18:00:51.808,-5.495048
1.088379,18:00:51.808,-5.494881
1.088845,18:00:51.809,-5.495048
1.089310,18:00:51.809,-5.495048
1.089776,18:00:51.810,-5.494881
1.090241,18:00:51.810,-5.281041
1.090707,18:00:51.811,-4.955749
1.091172,18:00:51.811,-4.794446
1.091638,18:00:51.812,-4.794446
1.092103,18:00:51.812,-4.810727
1.092569,18:00:51.813,-4.876860
1.093034,18:00:51.813,-4.949371
1.093500,18:00:51.814,-5.087678
1.093966,18:00:51.814,-5.309407
1.094431,18:00:51.814,-5.493202
1.094897,18:00:51.815,-5.494713
1.095362,18:00:51.815,-5.494713
1.095828,18:00:51.816,-5.494881
1.096293,18:00:51.816,-5.494881
1.096759,18:00:51.817,-5.495048
1.097224,18:00:51.817,-5.495048
1.097690,18:00:51.818,-5.494881
1.098155,18:00:51.818,-5.494881
1.098621,18:00:51.819,-5.495048
1.099086,18:00:51.819,-5.494881
1.099552,18:00:51.820,-5.494881
1.100017,18:00:51.820,-5.495048
1.100483,18:00:51.821,-5.494881
1.100948,18:00:51.821,-5.495048
1.101414,18:00:51.821,-5.495048
1.101879,18:00:51.822,-5.495216
1.102345,18:00:51.822,-5.494881
1.102810,18:00:51.823,-5.495216
1.103276,18:00:51.823,-5.495048
1.103741,18:00:51.824,-5.495048
1.104207,18:00:51.824,-5.490013
1.104672,18:00:51.825,-4.925032
1.105138,18:00:51.825,-4.318761
1.105603,18:00:51.826,-3.638804
1.106069,18:00:51.826,-2.880125
1.106534,18:00:51.827,-2.100969
1.107000,18:00:51.827,-1.392645
1.107466,18:00:51.828,-0.777981
1.107931,18:00:51.828,-0.211322
1.108397,18:00:51.828,0.332174
1.108862,18:00:51.829,0.866941
1.109328,18:00:51.829,1.482277
1.109793,18:00:51.830,2.235584
1.110259,18:00:51.830,3.053346
1.110724,18:00:51.831,3.769055
1.111190,18:00:51.831,4.299458
1.111655,18:00:51.832,4.688869
1.112121,18:00:51.832,5.015167
1.112586,18:00:51.833,5.327031
1.113052,18:00:51.833,5.499245
1.113517,18:00:51.834,5.499916
1.113983,18:00:51.834,5.499916
1.114448,18:00:51.834,5.499916
1.114914,18:00:51.835,5.499916
1.115379,18:00:51.835,5.499916
1.115845,18:00:51.836,5.499916
1.116310,18:00:51.836,5.499916
1.116776,18:00:51.837,5.499916
1.117241,18:00:51.837,5.499916
1.117707,18:00:51.838,5.499916
1.118172,18:00:51.838,5.499916
1.118638,18:00:51.839,5.499916
1.119103,18:00:51.839,5.499916
1.119569,18:00:51.840,5.499916
1.120034,18:00:51.840,5.499916
1.120500,18:00:51.841,5.499916
1.120966,18:00:51.841,5.499916
1.121431,18:00:51.841,5.499916
1.121897,18:00:51.842,5.499916
1.122362,18:00:51.842,5.499916
1.122828,18:00:51.843,5.499916
1.123293,18:00:51.843,5.499916
1.123759,18:00:51.844,5.499916
1.124224,18:00:51.844,5.499916
1.124690,18:00:51.845,5.499916
1.125155,18:00:51.845,5.499916
1.125621,18:00:51.846,5.499916
1.126086,18:00:51.846,5.499916
1.126552,18:00:51.847,5.499916
1.127017,18:00:51.847,5.499916
1.127483,18:00:51.848,5.499916
1.127948,18:00:51.848,5.499916
1.128414,18:00:51.848,5.499916
1.128879,18:00:51.849,5.499916
1.129345,18:00:51.849,5.499916
1.129810,18:00:51.850,5.499916
1.130276,18:00:51.850,5.499916
1.130741,18:00:51.851,5.499916
1.131207,18:00:51.851,5.499916
1.131672,18:00:51.852,5.499916
1.132138,18:00:51.852,5.499916
1.132603,18:00:51.853,5.499916
1.133069,18:00:51.853,5.499916
1.133534,18:00:51.854,5.499916
1.134000,18:00:51.854,5.499916
1.134466,18:00:51.855,5.499916
1.134931,18:00:51.855,5.499916
1.135397,18:00:51.855,5.499916
1.135862,18:00:51.856,5.499916
1.136328,18:00:51.856,5.499916
1.136793,18:00:51.857,5.499916
1.137259,18:00:51.857,5.499916
1.137724,18:00:51.858,5.499916
1.138190,18:00:51.858,5.499916
1.138655,18:00:51.859,5.499916
1.139121,18:00:51.859,5.499916
1.139586,18:00:51.860,5.499916
1.140052,18:00:51.860,5.499916
1.140517,18:00:51.861,5.499916
1.140983,18:00:51.861,5.499916
1.141448,18:00:51.861,5.499916
1.141914,18:00:51.862,5.499916
1.142379,18:00:51.862,5.499916
1.142845,18:00:51.863,5.499916
1.143310,18:00:51.863,5.499916
1.143776,18:00:51.864,5.499916
1.144241,18:00:51.864,5.499916
1.144707,18:00:51.865,5.499916
1.145172,18:00:51.865,5.499916
1.145638,18:00:51.866,5.499916
1.146103,18:00:51.866,5.499916
1.146569,18:00:51.867,5.499916
1.147034,18:00:51.867,5.499916
1.147500,18:00:51.868,5.499916
1.147966,18:00:51.868,-0.518822
1.148431,18:00:51.868,-4.987640
1.148897,18:00:51.869,-5.489174
1.149362,18:00:51.869,-5.489174
1.149828,18:00:51.870,-5.493706
1.150293,18:00:51.870,-5.494209
1.150759,18:00:51.871,-5.494377
1.151224,18:00:51.871,-5.494377
1.151690,18:00:51.872,-5.494545
1.152155,18:00:51.872,-5.494713
1.152621,18:00:51.873,-5.494713
1.153086,18:00:51.873,-5.494881
1.153552,18:00:51.874,-5.494881
1.154017,18:00:51.874,-5.494713
1.154483,18:00:51.875,-5.494713
1.154948,18:00:51.875,-5.494881
1.155414,18:00:51.875,-5.495048
1.155879,18:00:51.876,-5.494881
1.156345,18:00:51.876,-5.495048
1.156810,18:00:51.877,-5.494881
1.157276,18:00:51.877,-5.494881
1.157741,18:00:51.878,-5.495048
1.158207,18:00:51.878,-5.495216
1.158672,18:00:51.879,-5.494881
1.159138,18:00:51.879,-5.495216
1.159603,18:00:51.880,-5.495216
1.160069,18:00:51.880,-5.494881
1.160534,18:00:51.881,-5.494881
1.161000,18:00:51.881,-5.494881
1.161466,18:00:51.882,-5.495048
1.161931,18:00:51.882,-5.495048
1.162397,18:00:51.882,-5.495048
1.162862,18:00:51.883,-5.495048
1.163328,18:00:51.883,-5.495216
1.163793,18:00:51.884,-5.495048
1.164259,18:00:51.884,-5.495048
1.164724,18:00:51.885,-5.495048
1.165190,18:00:51.885,-5.495216
1.165655,18:00:51.886,-5.495216
1.166121,18:00:51.886,-5.495048
1.166586,18:00:51.887,-5.495216
1.167052,18:00:51.887,-5.495216
1.167517,18:00:51.888,-5.495216
1.167983,18:00:51.888,-5.494881
1.168448,18:00:51.888,-5.495048
1.168914,18:00:51.889,-5.495048
1.169379,18:00:51.889,-5.495048
1.169845,18:00:51.890,-5.495048
1.170310,18:00:51.890,-5.495216
1.170776,18:00:51.891,-5.495048
1.171241,18:00:51.891,-5.495048
1.171707,18:00:51.892,-5.495048
1.172172,18:00:51.892,-5.495048
1.172638,18:00:51.893,-5.495216
1.173103,18:00:51.893,-5.495048
1.173569,18:00:51.894,-5.495048
1.174034,18:00:51.894,-5.495048
1.174500,18:00:51.895,-5.495048
1.174966,18:00:51.895,-5.495384
1.175431,18:00:51.895,-5.495216
1.175897,18:00:51.896,-5.495048
1.176362,18:00:51.896,-5.495048
1.176828,18:00:51.897,-5.495216
1.177293,18:00:51.897,-5.495048
1.177759,18:00:51.898,-5.495216
1.178224,18:00:51.898,-5.495216
1.178690,18:00:51.899,-5.495216
1.179155,18:00:51.899,-5.495216
1.179621,18:00:51.900,-5.495216
1.180086,18:00:51.900,-5.495216
1.180552,18:00:51.901,-5.495216
1.181017,18:00:51.901,-5.495048
1.181483,18:00:51.902,-5.495384
1.181948,18:00:51.902,-5.495216
1.182414,18:00:51.902,-5.495384
1.182879,18:00:51.903,-5.495384
1.183345,18:00:51.903,-5.495384
1.183810,18:00:51.904,-5.495216
1.184276,18:00:51.904,-5.495216
1.184741,18:00:51.905,-5.495048
1.185207,18:00:51.905,-5.495384
1.185672,18:00:51.906,-4.773465
1.186138,18:00:51.906,-3.164965
1.186603,18:00:51.907,-1.531289
1.187069,18:00:51.907,0.011078
1.187534,18:00:51.908,1.415137
1.188000,18:00:51.908,2.665949
1.188466,18:00:51.909,3.783825
1.188931,18:00:51.909,4.824491
1.189397,18:00:51.909,5.495216
1.189862,18:00:51.910,5.499916
1.190328,18:00:51.910,5.499916
1.190793,18:00:51.911,5.499916
1.191259,18:00:51.911,5.499916
1.191724,18:00:51.912,5.499916
1.192190,18:00:51.912,5.499916
1.192655,18:00:51.913,5.499916
1.193121,18:00:51.913,5.499916
1.193586,18:00:51.914,5.499916
1.194052,18:00:51.914,5.499916
1.194517,18:00:51.915,5.499916
1.194983,18:00:51.915,5.499916
1.195448,18:00:51.915,5.499916
1.195914,18:00:51.916,4.885588
1.196379,18:00:51.916,4.239033
1.196845,18:00:51.917,4.508263
1.197310,18:00:51.917,4.126238
1.197776,18:00:51.918,3.303105
1.198241,18:00:51.918,2.372885
1.198707,18:00:51.919,1.592386
1.199172,18:00:51.919,1.022034
1.199638,18:00:51.920,0.441947
1.200103,18:00:51.920,-0.365072
1.200569,18:00:51.921,-1.265080
1.201034,18:00:51.921,-2.021912
1.201500,18:00:51.922,-2.435828
1.201966,18:00:51.922,-2.624155
1.202431,18:00:51.922,-2.867033
1.202897,18:00:51.923,-3.243351
1.203362,18:00:51.923,-3.407507
1.203828,18:00:51.924,-2.914199
1.204293,18:00:51.924,-1.542031
1.204759,18:00:51.925,0.656123
1.205224,18:00:51.925,2.683406
1.205690,18:00:51.926,4.155779
1.206155,18:00:51.926,5.477089
1.206621,18:00:51.927,5.499916
1.207086,18:00:51.927,5.499916
1.207552,18:00:51.928,5.499916
1.208017,18:00:51.928,5.499916
1.208483,18:00:51.929,5.499916
1.208948,18:00:51.929,5.499916
1.209414,18:00:51.929,5.499916
1.209879,18:00:51.930,5.499916
1.210345,18:00:51.930,5.499916
1.210810,18:00:51.931,5.499916
1.211276,18:00:51.931,5.499916
1.211741,18:00:51.932,5.499916
1.212207,18:00:51.932,5.499916
1.212672,18:00:51.933,5.499916
1.213138,18:00:51.933,5.499916
1.213603,18:00:51.934,5.499916
1.214069,18:00:51.934,5.499916
1.214534,18:00:51.935,5.499916
1.215000,18:00:51.935,5.499916
1.215466,18:00:51.936,5.499916
1.215931,18:00:51.936,5.499916
1.216397,18:00:51.936,5.499916
1.216862,18:00:51.937,5.499916
1.217328,18:00:51.937,5.499916
1.217793,18:00:51.938,5.499916
1.218259,18:00:51.938,5.499916
1.218724,18:00:51.939,5.499916
1.219190,18:00:51.939,5.499916
1.219655,18:00:51.940,5.499916
1.220121,18:00:51.940,5.499916
1.220586,18:00:51.941,5.499916
1.221052,18:00:51.941,5.499916
1.221517,18:00:51.942,5.499916
1.221983,18:00:51.942,5.499916
1.222448,18:00:51.942,5.499916
1.222914,18:00:51.943,5.499916
1.223379,18:00:51.943,5.499916
1.223845,18:00:51.944,5.499916
1.224310,18:00:51.944,5.499916
1.224776,18:00:51.945,5.499916
1.225241,18:00:51.945,5.499916
1.225707,18:00:51.946,5.499916
1.226172,18:00:51.946,5.499916
1.226638,18:00:51.947,5.499916
1.227103,18:00:51.947,5.499916
1.227569,18:00:51.948,5.499916
1.228034,18:00:51.948,5.499916
1.228500,18:00:51.949,5.499916
1.228966,18:00:51.949,5.499916
1.229431,18:00:51.949,5.499916
1.229897,18:00:51.950,5.499916
1.230362,18:00:51.950,5.499916
1.230828,18:00:51.951,5.499916
1.231293,18:00:51.951,5.499916
1.231759,18:00:51.952,5.499916
1.232224,18:00:51.952,5.499916
1.232690,18:00:51.953,5.499916
1.233155,18:00:51.953,5.499916
1.233621,18:00:51.954,5.499916
1.234086,18:00:51.954,5.499916
1.234552,18:00:51.955,5.499916
1.235017,18:00:51.955,-0.907897
1.235483,18:00:51.956,-1.023377
1.235948,18:00:51.956,-1.023377
1.236414,18:00:51.956,-1.330541
1.236879,18:00:51.957,-2.147295
1.237345,18:00:51.957,-2.841184
1.237810,18:00:51.958,-3.366049
1.238276,18:00:51.958,-3.366049
1.238741,18:00:51.959,-4.319432
1.239207,18:00:51.959,-4.794446
1.239672,18:00:51.960,-5.226490
1.240138,18:00:51.960,-5.489006
1.240603,18:00:51.961,-5.493202
1.241069,18:00:51.961,-5.493874
1.241534,18:00:51.962,-5.494209
1.242000,18:00:51.962,-5.494545
1.242466,18:00:51.963,-5.494545
1.242931,18:00:51.963,-5.494713
1.243397,18:00:51.963,-5.494713
1.243862,18:00:51.964,-5.494713
1.244328,18:00:51.964,-5.494713
1.244793,18:00:51.965,-5.494881
1.245259,18:00:51.965,-5.494881
1.245724,18:00:51.966,-5.494881
1.246190,18:00:51.966,-5.494881
1.246655,18:00:51.967,-5.494881
1.247121,18:00:51.967,-5.494881
1.247586,18:00:51.968,-5.494713
1.248052,18:00:51.968,-5.494881
1.248517,18:00:51.969,-5.494881
1.248983,18:00:51.969,-5.494713
1.249448,18:00:51.969,-5.494881
1.249914,18:00:51.970,-5.494881
1.250379,18:00:51.970,-5.494881
1.250845,18:00:51.971,-5.495048
1.251310,18:00:51.971,-5.494881
1.251776,18:00:51.972,-5.495048
1.252241,18:00:51.972,-5.494881
1.252707,18:00:51.973,-5.495048
1.253172,18:00:51.973,-5.494881
1.253638,18:00:51.974,-5.494881
1.254103,18:00:51.974,-5.494881
1.254569,18:00:51.975,-5.495048
1.255034,18:00:51.975,-5.495048
1.255500,18:00:51.976,-5.495216
1.255966,18:00:51.976,-5.495048
1.256431,18:00:51.976,-5.494881
1.256897,18:00:51.977,-5.495048
1.257362,18:00:51.977,-5.495048
1.257828,18:00:51.978,-5.495216
1.258293,18:00:51.978,-5.495048
1.258759,18:00:51.979,-5.495048
1.259224,18:00:51.979,-5.495048
1.259690,18:00:51.980,-5.328710
1.260155,18:00:51.980,-4.885084
1.260621,18:00:51.981,-4.380362
1.261086,18:00:51.981,-3.817899
1.261552,18:00:51.982,-3.183429
1.262017,18:00:51.982,-2.450767
1.262483,18:00:51.983,-1.668757
1.262948,18:00:51.983,-0.820279
1.263414,18:00:51.983,0.138811
1.263879,18:00:51.984,1.217075
1.264345,18:00:51.984,2.387991
1.264810,18:00:51.985,2.387991
1.265276,18:00:51.985,5.462318
1.265741,18:00:51.986,5.499245
1.266207,18:00:51.986,5.499916
1.266672,18:00:51.987,5.499916
1.267138,18:00:51.987,5.499916
1.267603,18:00:51.988,5.499916
1.268069,18:00:51.988,5.499916
1.268534,18:00:51.989,5.499916
1.269000,18:00:51.989,5.499916
1.269466,18:00:51.990,5.499916
1.269931,18:00:51.990,5.499916
1.270397,18:00:51.990,5.499916
1.270862,18:00:51.991,5.499916
1.271328,18:00:51.991,5.499916
1.271793,18:00:51.992,5.499916
1.272259,18:00:51.992,5.499916
1.272724,18:00:51.993,5.499916
1.273190,18:00:51.993,5.499916
1.273655,18:00:51.994,5.499916
1.274121,18:00:51.994,5.499916
1.274586,18:00:51.995,5.499916
1.275052,18:00:51.995,5.499916
1.275517,18:00:51.996,5.499916
1.275983,18:00:51.996,5.499916
1.276448,18:00:51.996,5.499916
1.276914,18:00:51.997,5.499916
1.277379,18:00:51.997,5.499916
1.277845,18:00:51.998,5.499916
1.278310,18:00:51.998,5.499916
1.278776,18:00:51.999,5.499916
1.279241,18:00:51.999,5.499916
1.279707,18:00:52.000,5.499916
1.280172,18:00:52.000,5.499916
1.280638,18:00:52.001,5.499916
1.281103,18:00:52.001,5.499916
1.281569,18:00:52.002,5.499916
1.282034,18:00:52.002,5.499916
1.282500,18:00:52.003,5.499916
1.282966,18:00:52.003,5.499916
1.283431,18:00:52.003,5.499916
1.283897,18:00:52.004,5.499916
1.284362,18:00:52.004,5.499916
1.284828,18:00:52.005,5.499916
1.285293,18:00:52.005,5.499916
1.285759,18:00:52.006,5.499916
1.286224,18:00:52.006,5.499916
1.286690,18:00:52.007,5.499916
1.287155,18:00:52.007,-3.953017
1.287621,18:00:52.008,-5.486656
1.288086,18:00:52.008,-5.492363
1.288552,18:00:52.009,-5.493706
1.289017,18:00:52.009,-5.494041
1.289483,18:00:52.010,-5.494377
1.289948,18:00:52.010,-5.494377
1.290414,18:00:52.010,-5.494881
1.290879,18:00:52.011,-5.494713
1.291345,18:00:52.011,-5.494881
1.291810,18:00:52.012,-5.494713
1.292276,18:00:52.012,-5.495048
1.292741,18:00:52.013,-5.494881
1.293207,18:00:52.013,-5.494713
1.293672,18:00:52.014,-5.494713
1.294138,18:00:52.014,-5.494881
1.294603,18:00:52.015,-5.494881
1.295069,18:00:52.015,-5.495048
1.295534,18:00:52.016,-5.494881
1.296000,18:00:52.016,-5.494881
1.296466,18:00:52.017,-5.495216
1.296931,18:00:52.017,-5.495048
1.297397,18:00:52.017,-5.495048
1.297862,18:00:52.018,-5.495048
1.298328,18:00:52.018,-5.495048
1.298793,18:00:52.019,-5.494881
1.299259,18:00:52.019,-5.495048
1.299724,18:00:52.020,-5.495048
1.300190,18:00:52.020,-5.495216
1.300655,18:00:52.021,-5.495048
1.301121,18:00:52.021,-5.495048
1.301586,18:00:52.022,-5.495048
1.302052,18:00:52.022,-5.495048
1.302517,18:00:52.023,-5.495216
1.302983,18:00:52.023,-5.495048
1.303448,18:00:52.023,-5.495216
1.303914,18:00:52.024,-5.494881
1.304379,18:00:52.024,-5.495216
1.304845,18:00:52.025,-5.495216
1.305310,18:00:52.025,-5.495048
1.305776,18:00:52.026,-5.494881
1.306241,18:00:52.026,-5.495048
1.306707,18:00:52.027,-5.495216
1.307172,18:00:52.027,-5.495048
1.307638,18:00:52.028,-3.768383
1.308103,18:00:52.028,-2.211749
1.308569,18:00:52.029,-0.778988
1.309034,18:00:52.029,0.644709
1.309500,18:00:52.030,2.083177
1.309966,18:00:52.030,3.455512
1.310431,18:00:52.030,4.602258
1.310897,18:00:52.031,5.449561
1.311362,18:00:52.031,5.499916
1.311828,18:00:52.032,5.499916
1.312293,18:00:52.032,5.499916
1.312759,18:00:52.033,5.499916
1.313224,18:00:52.033,5.499916
1.313690,18:00:52.034,5.499916
1.314155,18:00:52.034,5.499916
1.314621,18:00:52.035,5.499916
1.315086,18:00:52.035,4.709682
1.315552,18:00:52.036,1.948226
1.316017,18:00:52.036,1.514504
1.316483,18:00:52.037,0.595026
1.316948,18:00:52.037,-1.088334
1.317414,18:00:52.037,-2.905303
1.317879,18:00:52.038,-4.559289
1.318345,18:00:52.038,-5.484474
1.318810,18:00:52.039,-5.492531
1.319276,18:00:52.039,-5.493706
1.319741,18:00:52.040,-5.494377
1.320207,18:00:52.040,-5.494377
1.320672,18:00:52.041,-5.494713
1.321138,18:00:52.041,-5.494713
1.321603,18:00:52.042,-5.494713
1.322069,18:00:52.042,-5.494713
1.322534,18:00:52.043,-5.494713
1.323000,18:00:52.043,-5.494881
1.323466,18:00:52.044,-5.494881
1.323931,18:00:52.044,-5.495048
1.324397,18:00:52.044,-5.494881
1.324862,18:00:52.045,-5.494881
1.325328,18:00:52.045,-5.495048
1.325793,18:00:52.046,-5.495048
1.326259,18:00:52.046,-5.495048
1.326724,18:00:52.047,-5.495048
1.327190,18:00:52.047,-5.495048
1.327655,18:00:52.048,-5.495048
1.328121,18:00:52.048,-5.494881
1.328586,18:00:52.049,-5.495048
1.329052,18:00:52.049,-5.495216
1.329517,18:00:52.050,-5.495048
1.329983,18:00:52.050,-5.495216
1.330448,18:00:52.050,-5.495048
1.330914,18:00:52.051,-5.494881
1.331379,18:00:52.051,-5.495048
1.331845,18:00:52.052,-5.494881
1.332310,18:00:52.052,-5.494881
1.332776,18:00:52.053,-5.495216
1.333241,18:00:52.053,-5.495216
1.333707,18:00:52.054,-5.495216
1.334172,18:00:52.054,-5.495216
1.334638,18:00:52.055,-5.495216
1.335103,18:00:52.055,-5.495216
1.335569,18:00:52.056,-5.495048
1.336034,18:00:52.056,-5.495048
1.336500,18:00:52.057,-5.495048
1.336966,18:00:52.057,-5.495216
1.337431,18:00:52.057,-3.656092
1.337897,18:00:52.058,-0.181109
1.338362,18:00:52.058,3.340032
1.338828,18:00:52.059,5.488502
1.339293,18:00:52.059,5.499245
1.339759,18:00:52.060,5.499916
1.340224,18:00:52.060,5.499916
1.340690,18:00:52.061,5.499916
1.341155,18:00:52.061,5.499916
1.341621,18:00:52.062,5.499916
1.342086,18:00:52.062,5.499916
1.342552,18:00:52.063,5.499916
1.343017,18:00:52.063,5.499916
1.343483,18:00:52.064,5.499916
1.343948,18:00:52.064,5.499916
1.344414,18:00:52.064,5.499916
1.344879,18:00:52.065,5.499916
1.345345,18:00:52.065,5.499916
1.345810,18:00:52.066,5.499916
1.346276,18:00:52.066,5.499916
1.346741,18:00:52.067,5.499916
1.347207,18:00:52.067,5.499916
1.347672,18:00:52.068,5.499916
1.348138,18:00:52.068,5.499916
1.348603,18:00:52.069,5.499916
1.349069,18:00:52.069,5.499916
1.349534,18:00:52.070,5.499916
1.350000,18:00:52.070,5.499916
1.350466,18:00:52.071,5.499916
1.350931,18:00:52.071,5.499916
1.351397,18:00:52.071,5.499916
1.351862,18:00:52.072,5.499916
1.352328,18:00:52.072,5.499916
1.352793,18:00:52.073,5.499916
1.353259,18:00:52.073,5.499916
1.353724,18:00:52.074,5.499916
1.354190,18:00:52.074,5.499916
1.354655,18:00:52.075,5.499916
1.355121,18:00:52.075,5.499916
1.355586,18:00:52.076,5.499916
1.356052,18:00:52.076,5.499916
1.356517,18:00:52.077,5.499916
1.356983,18:00:52.077,5.499916
1.357448,18:00:52.077,5.499916
1.357914,18:00:52.078,5.499916
1.358379,18:00:52.078,5.499916
1.358845,18:00:52.079,5.499916
1.359310,18:00:52.079,5.499916
1.359776,18:00:52.080,5.499916
1.360241,18:00:52.080,5.499916
1.360707,18:00:52.081,5.499916
1.361172,18:00:52.081,5.499916
1.361638,18:00:52.082,5.499916
1.362103,18:00:52.082,5.499916
1.362569,18:00:52.083,5.499916
1.363034,18:00:52.083,5.499916
1.363500,18:00:52.084,5.499916
1.363966,18:00:52.084,5.499916
1.364431,18:00:52.084,5.499916
1.364897,18:00:52.085,5.499916
1.365362,18:00:52.085,5.499916
1.365828,18:00:52.086,5.499916
1.366293,18:00:52.086,5.499916
1.366759,18:00:52.087,5.499916
1.367224,18:00:52.087,5.499916
1.367690,18:00:52.088,5.499916
1.368155,18:00:52.088,5.499916
1.368621,18:00:52.089,5.499916
1.369086,18:00:52.089,5.499916
1.369552,18:00:52.090,5.499916
1.370017,18:00:52.090,5.499916
1.370483,18:00:52.091,5.499916
1.370948,18:00:52.091,5.499916
1.371414,18:00:52.091,5.499916
